player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Tim Anderson,78,945,8.3,18,18,13,5,5,0,0,0,5,27.8,0,0.0,14,43,.278,.247,.278,.247,.278,.298,.245,.237,0,88.8,78.5,-7
Dominic Fletcher,78,900,8.7,21,21,16,3,2,1,0,0,5,23.8,0,0.0,7,37,.143,.223,.143,.223,.190,.254,.144,.208,0,90.5,82.7,14
Austin Slater,77,882,8.7,17,15,11,5,5,0,0,0,4,23.5,2,11.8,8,32,.333,.276,.412,.361,.333,.323,.340,.309,0,87.5,86.9,9
Whit Merrifield,76,1330,5.7,14,12,12,6,4,1,1,0,0,0.0,2,14.3,6,28,.500,.405,.571,.490,.750,.469,.554,.425,0,89.0,84.2,6
Iván Herrera,75,1036,7.2,18,17,17,4,3,0,1,0,0,0.0,1,5.6,3,30,.235,.369,.278,.404,.353,.539,.274,.408,2,88.6,92.1,1
Jorge Mateo,75,820,9.1,22,20,17,8,5,2,0,1,3,13.6,2,9.1,8,43,.400,.326,.455,.388,.650,.528,.470,.393,1,88.8,92.1,5
Manuel Margot,75,1308,5.7,21,20,19,2,1,0,0,1,1,4.8,1,4.8,7,37,.100,.270,.143,.305,.250,.385,.172,.301,1,89.9,84.6,27
Chris Taylor,75,1046,7.2,18,17,11,4,3,1,0,0,6,33.3,1,5.6,10,36,.235,.206,.278,.250,.294,.269,.255,.231,0,90.1,87.1,25
Max Muncy,75,1208,6.2,20,14,14,3,1,2,0,0,1,5.0,5,25.0,3,36,.214,.309,.400,.467,.357,.465,.342,.406,0,90.3,88.7,25
Kyle Stowers,74,819,9.0,17,15,13,3,1,1,0,1,3,17.6,1,5.9,11,40,.200,.305,.235,.364,.467,.592,.287,.434,3,89.9,92.4,23
Yasmani Grandal,74,952,7.8,17,16,12,4,3,1,0,0,4,23.5,1,5.9,7,31,.250,.242,.294,.286,.313,.300,.270,.263,0,88.7,88.8,18
Gary Sánchez,74,1158,6.4,12,11,11,3,2,0,0,1,0,0.0,1,8.3,8,30,.273,.329,.333,.385,.545,.539,.375,.396,0,89.4,86.6,15
Addison Barger,74,859,8.6,19,16,12,6,4,1,0,1,4,21.1,3,15.8,13,40,.375,.288,.474,.401,.625,.525,.468,.399,2,89.7,82.3,26
Anthony Rendon,74,977,7.6,13,11,10,3,2,1,0,0,2,15.4,1,7.7,3,26,.273,.169,.308,.225,.364,.235,.285,.207,0,90.1,84.9,24
Randal Grichuk,74,1088,6.8,15,15,14,3,2,1,0,0,1,6.7,0,0.0,6,36,.200,.276,.200,.276,.267,.445,.201,.305,1,88.5,92.9,3
Garrett Hampson,74,883,8.4,16,13,10,5,2,3,0,0,4,25.0,2,12.5,9,36,.385,.380,.438,.435,.615,.498,.432,.398,1,90.0,88.8,21
Jonathan Aranda,74,573,12.9,19,15,13,5,3,1,0,1,2,10.5,3,15.8,11,36,.333,.491,.474,.598,.600,1.187,.460,.697,6,91.0,98.5,13
Daniel Schneemann,74,901,8.2,13,10,6,3,3,0,0,0,4,30.8,3,23.1,10,29,.300,.201,.462,.385,.300,.248,.363,.308,0,88.9,83.0,19
Justyn-Henry Malloy,74,992,7.5,16,12,6,1,0,0,0,1,7,43.8,2,12.5,15,29,.083,.098,.250,.265,.333,.241,.259,.240,1,90.0,85.2,17
Luis Guillorme,73,802,9.1,12,9,9,4,3,1,0,0,0,0.0,3,25.0,4,26,.444,.295,.583,.471,.556,.320,.497,.374,0,90.0,75.5,1
Noelvi Marte,73,882,8.3,20,19,17,2,1,1,0,0,2,10.0,1,5.0,10,39,.105,.189,.150,.229,.158,.359,.141,.254,0,88.3,91.7,23
Donovan Solano,72,1273,5.7,12,11,9,2,2,0,0,0,2,16.7,1,8.3,11,34,.182,.193,.250,.260,.182,.322,.204,.258,1,89.0,81.8,21
DJ Stewart,72,765,9.4,17,16,15,5,3,1,0,1,1,5.9,1,5.9,6,29,.313,.243,.353,.288,.563,.447,.390,.314,1,89.7,85.7,22
Sean Murphy,71,1065,6.7,18,16,11,1,1,0,0,0,5,27.8,2,11.1,10,30,.063,.144,.167,.239,.063,.166,.126,.196,0,89.0,87.8,1
Chas McCormick,71,1010,7.0,17,17,13,3,2,0,0,1,4,23.5,0,0.0,16,37,.176,.211,.176,.211,.353,.436,.224,.271,1,90.1,87.2,11
Eloy Jiménez,70,1201,5.8,20,18,18,4,3,0,0,1,1,5.0,1,5.0,5,34,.222,.329,.250,.347,.389,.581,.269,.381,3,88.9,96.0,16
Nick Senzel,70,1005,7.0,21,18,14,4,4,0,0,0,4,19.0,3,14.3,6,36,.222,.191,.333,.306,.222,.266,.266,.267,0,89.4,75.2,12
Miguel Andujar,70,1176,6.0,24,23,22,6,5,0,0,1,1,4.2,1,4.2,7,38,.261,.252,.292,.283,.391,.369,.298,.283,1,88.5,82.5,18
Nick Martini,69,625,11.0,17,15,12,2,0,0,0,2,3,17.6,2,11.8,12,36,.133,.240,.235,.330,.533,.534,.322,.367,2,89.4,86.5,11
Alex Kirilloff,68,677,10.0,15,15,12,2,2,0,0,0,3,20.0,0,0.0,10,41,.133,.213,.133,.213,.133,.299,.118,.216,0,90.6,88.1,4
Stuart Fairchild,68,853,8.0,18,17,15,3,2,0,0,1,2,11.1,1,5.6,10,36,.176,.315,.222,.353,.353,.561,.250,.386,2,89.4,82.2,23
Enmanuel Valdez,68,919,7.4,19,17,13,4,3,1,0,0,5,26.3,1,5.3,9,32,.235,.191,.263,.224,.294,.330,.242,.233,1,90.9,91.9,19
Matt Carpenter,68,669,10.2,16,14,11,4,3,0,0,1,3,18.8,2,12.5,11,33,.286,.186,.375,.287,.500,.380,.380,.296,1,90.5,79.0,29
Andy Ibáñez,68,917,7.4,12,12,10,2,1,1,0,0,2,16.7,0,0.0,9,29,.167,.260,.167,.260,.250,.359,.178,.265,0,88.9,95.0,10
Kevin Newman,68,1070,6.4,24,24,20,9,6,3,0,0,4,16.7,0,0.0,7,42,.375,.364,.375,.364,.500,.417,.377,.340,0,89.0,87.6,12
Romy Gonzalez,67,826,8.1,17,14,12,3,1,1,0,1,3,17.6,1,5.9,6,35,.214,.226,.294,.335,.500,.573,.329,.388,3,89.6,90.6,14
Leo Jiménez,67,847,7.9,17,15,10,2,2,0,0,0,5,29.4,1,5.9,6,28,.133,.168,.235,.266,.133,.272,.187,.248,1,87.7,91.2,25
Brett Wisely,67,988,6.8,16,16,13,2,1,1,0,0,3,18.8,0,0.0,10,41,.125,.173,.125,.173,.188,.309,.134,.203,1,89.5,83.4,15
Edmundo Sosa,66,1050,6.3,13,13,10,2,1,0,0,1,3,23.1,0,0.0,10,33,.154,.276,.154,.276,.385,.661,.225,.388,2,89.6,95.3,12
Jose Trevino,65,896,7.3,23,22,20,10,6,0,0,4,2,8.7,1,4.3,5,30,.455,.323,.478,.352,1.000,.685,.616,.436,4,89.5,87.1,4
Jackson Holliday,65,826,7.9,18,18,13,3,2,0,0,1,5,27.8,0,0.0,14,35,.167,.183,.167,.183,.333,.309,.212,.211,1,90.7,87.8,6
Ronald Acuña Jr.,64,905,7.1,13,13,11,2,2,0,0,0,2,15.4,0,0.0,9,28,.154,.242,.154,.242,.154,.349,.136,.253,1,89.3,85.3,6
Jose Iglesias,64,1075,6.0,16,15,15,4,4,0,0,0,0,0.0,0,0.0,3,30,.267,.281,.313,.326,.267,.318,.265,.291,0,88.8,80.3,3
Luke Maile,64,637,10.0,12,10,5,0,0,0,0,0,5,41.7,1,8.3,12,27,.000,.115,.167,.263,.000,.178,.117,.223,0,88.6,87.8,10
Edward Olivares,63,768,8.2,13,11,10,3,2,0,0,1,1,7.7,2,15.4,9,37,.273,.321,.385,.425,.545,.612,.399,.439,1,89.3,93.0,-12
Matt Thaiss,62,754,8.2,15,13,9,3,0,3,0,0,4,26.7,2,13.3,16,40,.231,.268,.333,.365,.462,.503,.343,.376,1,90.7,88.4,13
Angel Martínez,62,677,9.2,10,9,8,1,1,0,0,0,1,10.0,1,10.0,7,35,.111,.123,.200,.211,.111,.171,.157,.184,0,88.9,80.4,25
James McCann,62,875,7.1,14,14,11,1,1,0,0,0,3,21.4,0,0.0,10,31,.071,.270,.071,.270,.071,.373,.063,.275,0,89.2,87.1,18
Garrett Stubbs,62,746,8.3,17,13,10,4,3,1,0,0,3,17.6,4,23.5,8,31,.308,.287,.471,.455,.385,.389,.392,.386,0,90.6,86.9,26
Michael A. Taylor,61,1202,5.1,13,13,12,3,3,0,0,0,1,7.7,0,0.0,9,33,.231,.290,.231,.290,.231,.346,.203,.278,0,89.3,81.4,-7
Garrett Mitchell,61,891,6.8,8,8,5,4,3,1,0,0,3,37.5,0,0.0,5,21,.500,.469,.500,.469,.625,.561,.487,.445,0,89.5,97.4,12
Mike Trout,61,574,10.6,9,8,6,1,0,0,0,1,2,22.2,1,11.1,5,24,.125,.245,.222,.329,.500,.792,.304,.452,2,90.9,99.0,36
Joey Gallo,61,1075,5.7,16,11,10,4,0,1,0,3,1,6.3,4,25.0,5,28,.364,.339,.563,.545,1.273,1.068,.680,.612,4,89.7,95.7,34
Brett Baty,60,676,8.9,18,18,13,4,3,1,0,0,5,27.8,0,0.0,4,27,.222,.211,.222,.211,.278,.311,.217,.223,1,90.7,87.4,9
Dominic Canzone,59,696,8.5,12,11,8,3,2,0,0,1,3,25.0,1,8.3,7,27,.273,.325,.333,.381,.545,.627,.375,.426,1,89.3,88.9,-1
Elehuris Montero,59,923,6.4,11,10,10,2,2,0,0,0,0,0.0,1,9.1,6,27,.200,.226,.273,.297,.200,.542,.223,.353,2,89.1,92.8,29
Nick Ahmed,58,851,6.8,16,16,11,2,1,1,0,0,5,31.3,0,0.0,14,39,.125,.114,.125,.114,.188,.152,.134,.114,0,87.7,83.1,22
Austin Martin,58,934,6.2,13,12,8,3,1,2,0,0,4,30.8,1,7.7,6,24,.250,.193,.308,.255,.417,.365,.314,.269,1,88.8,84.2,18
Trey Lipscomb,58,780,7.4,13,12,11,3,3,0,0,0,1,7.7,1,7.7,2,28,.250,.326,.308,.378,.250,.368,.256,.334,0,88.5,86.6,-6
Hunter Goodman,58,828,7.0,8,7,6,0,0,0,0,0,1,12.5,1,12.5,6,31,.000,.177,.125,.280,.000,.238,.086,.242,0,89.2,89.5,31
Brooks Lee,57,614,9.3,19,18,17,4,1,1,0,2,2,10.5,0,0.0,5,29,.222,.243,.211,.245,.611,.490,.328,.320,2,90.2,87.7,22
José Tena,57,673,8.5,16,13,13,3,2,1,0,0,0,0.0,3,18.8,5,26,.231,.275,.375,.411,.308,.502,.318,.395,1,88.7,94.7,27
Harold Ramírez,56,878,6.4,16,16,15,5,4,0,1,0,1,6.3,0,0.0,5,33,.313,.279,.313,.279,.438,.490,.320,.323,2,88.4,87.8,19
Austin Hays,56,845,6.6,15,15,14,2,2,0,0,0,1,6.7,0,0.0,7,31,.133,.225,.133,.225,.133,.304,.118,.229,1,89.2,81.5,17
Sam Hilliard,56,648,8.6,13,12,9,6,3,1,0,2,3,23.1,1,7.7,7,25,.500,.359,.538,.408,1.083,.755,.668,.484,2,89.8,93.5,17
Austin Hedges,56,547,10.2,18,15,9,1,0,0,0,1,7,38.9,1,5.6,16,36,.067,.043,.167,.148,.267,.095,.192,.126,0,88.4,81.9,20
Ryan Noda,55,499,11.0,12,11,6,3,2,1,0,0,5,41.7,1,8.3,6,27,.273,.237,.333,.301,.364,.271,.309,.261,0,90.7,82.3,0
Ezequiel Duran,55,1011,5.4,16,16,15,5,5,0,0,0,1,6.3,0,0.0,8,30,.313,.215,.313,.215,.313,.325,.276,.232,0,88.0,86.6,8
Daniel Vogelbach,55,362,15.2,14,13,8,4,1,3,0,0,5,35.7,1,7.1,5,19,.308,.249,.357,.303,.538,.484,.381,.335,1,91.7,93.8,11
Oliver Dunn,54,418,12.9,14,13,6,4,4,0,0,0,7,50.0,1,7.1,13,29,.308,.169,.357,.229,.308,.204,.301,.199,0,90.8,88.7,3
Kevin Pillar,54,1206,4.5,11,11,9,6,5,1,0,0,2,18.2,0,0.0,10,30,.545,.338,.545,.338,.636,.429,.515,.331,0,89.3,90.5,12
Pavin Smith,53,631,8.4,11,11,9,5,3,2,0,0,2,18.2,0,0.0,4,21,.455,.351,.455,.351,.636,.401,.469,.328,0,91.0,82.0,18
Martín Maldonado,53,556,9.5,12,12,7,1,1,0,0,0,5,41.7,0,0.0,11,27,.083,.059,.083,.059,.083,.069,.073,.054,0,89.3,78.8,36
Dylan Crews,52,520,10.0,16,12,13,3,1,1,1,0,0,0.0,2,12.5,3,24,.250,.367,.375,.469,.500,.555,.364,.435,1,87.5,90.2,2
Juan Yepez,52,966,5.4,15,13,12,4,2,1,0,1,1,6.7,2,13.3,9,29,.308,.368,.400,.452,.615,.765,.430,.503,2,87.8,90.4,11
Connor Norby,52,759,6.9,10,9,5,3,3,0,0,0,4,40.0,1,10.0,10,30,.333,.297,.400,.367,.333,.380,.333,.330,0,88.5,89.1,13
Reese McGuire,51,609,8.4,14,12,10,2,1,0,0,1,2,14.3,1,7.1,5,22,.167,.152,.286,.273,.417,.365,.310,.285,1,90.8,81.5,6
Trey Sweeney,50,448,11.2,14,13,12,3,3,0,0,0,2,14.3,0,0.0,4,28,.231,.333,.214,.356,.231,.463,.189,.366,1,90.0,92.5,15
Josh Jung,50,693,7.2,10,10,9,3,2,1,0,0,1,10.0,0,0.0,8,21,.300,.131,.300,.131,.400,.208,.302,.143,0,89.5,87.1,16
Derek Hill,49,609,8.0,12,10,8,3,1,0,0,2,2,16.7,2,16.7,7,25,.300,.397,.417,.498,.900,.922,.530,.571,2,88.7,90.9,23
Kyle McCann,49,636,7.7,12,11,8,3,3,0,0,0,3,25.0,1,8.3,11,27,.273,.301,.333,.359,.273,.389,.278,.333,0,88.7,82.0,8
Tommy Edman,49,567,8.6,17,17,17,3,2,1,0,0,0,0.0,0,0.0,2,25,.176,.154,.176,.154,.235,.232,.178,.166,0,90.5,84.2,26
Danny Mendick,47,540,8.7,12,12,10,2,1,0,0,1,2,16.7,0,0.0,7,23,.167,.210,.167,.210,.417,.463,.244,.285,1,89.5,86.6,28
Corey Julks,47,767,6.1,14,13,10,5,3,2,0,0,3,21.4,1,7.1,7,25,.385,.227,.429,.283,.538,.317,.417,.265,0,90.6,91.5,5
Jordan Beck,47,659,7.1,13,13,7,5,5,0,0,0,6,46.2,0,0.0,6,21,.385,.358,.385,.358,.385,.396,.339,.329,0,88.1,79.3,16
Andruw Monasterio,47,647,7.3,10,9,4,1,1,0,0,0,5,50.0,1,10.0,6,16,.111,.147,.200,.232,.111,.157,.157,.190,0,89.4,79.9,21
Pedro Pagés,47,849,5.5,14,14,12,3,3,0,0,0,2,14.3,0,0.0,8,26,.214,.187,.214,.187,.214,.231,.189,.180,0,90.0,86.4,22
Estevan Florial,46,450,10.2,9,6,3,0,0,0,0,0,3,33.3,2,22.2,9,23,.000,.050,.333,.367,.000,.055,.233,.264,0,89.5,67.7,-12
Javier Báez,46,1028,4.5,12,11,10,2,0,1,0,1,1,8.3,1,8.3,4,22,.182,.254,.250,.316,.545,.554,.333,.367,1,89.3,87.9,15
Jerar Encarnacion,46,490,9.4,6,6,5,3,0,2,0,1,1,16.7,0,0.0,4,17,.500,.548,.500,.548,1.333,1.255,.760,.748,2,89.3,104.7,11
Jung Hoo Lee,46,569,8.1,12,12,12,2,2,0,0,0,0,0.0,0,0.0,1,19,.167,.283,.167,.283,.167,.460,.147,.316,0,89.0,90.2,23
Garrett Cooper,46,450,10.2,10,10,7,1,0,1,0,0,3,30.0,0,0.0,7,21,.100,.332,.100,.332,.200,.511,.125,.361,1,90.1,91.7,22
Jhonkensy Noel,45,725,6.2,12,9,9,3,2,1,0,0,0,0.0,3,25.0,7,22,.333,.299,.500,.474,.444,.508,.424,.429,1,88.6,89.0,15
Jace Jung,45,386,11.7,12,10,9,1,1,0,0,0,1,8.3,2,16.7,7,21,.100,.142,.250,.285,.100,.164,.188,.224,0,90.3,84.3,14
Daz Cameron,45,715,6.3,8,8,6,2,1,0,0,1,2,25.0,0,0.0,7,22,.250,.243,.250,.243,.625,.585,.366,.343,1,89.1,91.6,16
Travis Jankowski,45,819,5.5,13,9,8,1,1,0,0,0,1,7.7,2,15.4,3,19,.111,.138,.385,.403,.111,.153,.285,.304,0,90.4,83.7,-6
James Outman,45,634,7.1,11,9,6,1,0,1,0,0,3,27.3,1,9.1,9,26,.111,.171,.273,.322,.222,.261,.242,.278,0,90.9,77.9,39
Tyler Wade,44,587,7.5,15,14,13,3,3,0,0,0,1,6.7,0,0.0,0,19,.214,.267,.267,.315,.214,.314,.224,.284,0,90.6,83.8,21
Kris Bryant,43,608,7.1,9,7,6,1,0,1,0,0,1,11.1,2,22.2,5,16,.143,.196,.333,.374,.286,.502,.293,.377,1,89.9,86.9,6
Niko Kavadas,42,465,9.0,8,6,4,0,0,0,0,0,2,25.0,2,25.0,6,21,.000,.164,.250,.373,.000,.538,.172,.387,1,90.4,95.0,46
Vaughn Grissom,42,443,9.5,13,12,9,3,2,1,0,0,3,23.1,1,7.7,4,19,.250,.308,.308,.362,.333,.477,.285,.364,1,89.2,86.4,6
Nick Sogard,42,348,12.1,9,9,6,2,2,0,0,0,3,33.3,0,0.0,5,23,.222,.238,.222,.238,.222,.295,.196,.228,0,91.7,91.4,5
Junior Caminero,40,629,6.4,13,11,11,3,2,0,0,1,0,0.0,2,15.4,4,16,.273,.286,.385,.396,.545,.610,.399,.425,2,90.4,82.0,13
Alex Jackson,40,626,6.4,10,10,7,2,0,0,0,2,3,30.0,0,0.0,10,22,.200,.199,.200,.199,.800,.654,.410,.346,2,89.8,90.6,26
Joshua Palacios,40,307,13.0,12,12,9,4,3,1,0,0,3,25.0,0,0.0,6,18,.333,.311,.333,.311,.417,.402,.325,.308,0,89.6,89.7,16
Tyler Soderstrom,40,770,5.2,12,11,8,3,1,0,0,2,3,25.0,0,0.0,5,20,.273,.278,.333,.338,.818,.757,.475,.451,2,89.8,92.5,17
Gabriel Arias,39,578,6.7,11,10,9,3,3,0,0,0,1,9.1,1,9.1,3,22,.300,.204,.364,.277,.300,.254,.303,.243,0,89.9,87.6,9
Aaron Schunk,39,371,10.5,8,8,8,3,3,0,0,0,0,0.0,0,0.0,3,28,.375,.386,.375,.386,.375,.421,.331,.354,0,89.5,82.4,5
Evan Carter,39,648,6.0,10,10,10,6,2,1,1,2,0,0.0,0,0.0,1,19,.600,.460,.600,.460,1.500,.908,.871,.573,2,89.9,86.1,21
Darell Hernaiz,38,510,7.5,12,11,9,2,2,0,0,0,2,16.7,1,8.3,3,16,.182,.383,.250,.434,.182,.539,.204,.421,1,87.9,91.3,19
Cristian Pache,38,753,5.0,10,9,6,3,2,1,0,0,3,30.0,1,10.0,4,16,.333,.253,.400,.328,.444,.281,.371,.277,0,88.0,86.7,1
Tomás Nido,38,506,7.5,9,7,8,0,0,0,0,0,0,0.0,1,11.1,6,19,.000,.198,.111,.282,.000,.531,.077,.329,1,87.5,84.7,29
Christian Bethancourt,37,516,7.2,10,10,9,2,1,0,0,1,1,10.0,0,0.0,4,23,.200,.297,.200,.297,.500,.690,.293,.408,3,88.9,95.6,27
Tyler Black,37,239,15.5,10,9,5,3,2,1,0,0,4,40.0,1,10.0,4,13,.333,.248,.400,.323,.444,.288,.371,.279,0,89.4,74.4,14
Curtis Mead,37,471,7.9,13,13,11,2,2,0,0,0,2,15.4,0,0.0,4,22,.154,.297,.154,.297,.154,.433,.136,.314,1,89.0,90.4,17
Jordan Walker,36,669,5.4,12,11,8,2,1,0,1,0,3,25.0,0,0.0,2,16,.182,.168,.250,.238,.364,.194,.266,.205,0,89.8,92.3,13
Nick Loftin,36,626,5.8,13,13,13,2,1,1,0,0,0,0.0,0,0.0,0,16,.154,.243,.154,.243,.231,.317,.164,.240,0,88.9,85.4,18
Miguel Sanó,36,402,9.0,11,10,7,5,3,1,0,1,3,27.3,1,9.1,7,17,.500,.439,.545,.490,.900,.995,.603,.605,3,88.9,105.2,12
Miles Mastrobuoni,36,381,9.4,8,7,5,1,1,0,0,0,2,25.0,1,12.5,4,16,.143,.120,.250,.230,.143,.207,.196,.208,0,89.2,82.4,8
Heston Kjerstad,36,423,8.5,8,6,5,2,0,0,0,2,1,12.5,1,12.5,5,21,.333,.282,.500,.462,1.333,.808,.689,.511,2,90.2,90.1,28
José Abreu,36,486,7.4,7,6,3,0,0,0,0,0,3,42.9,1,14.3,8,17,.000,.016,.143,.157,.000,.019,.098,.111,0,88.8,88.8,22
Yan Gomes,36,375,9.6,6,4,3,0,0,0,0,0,2,33.3,0,0.0,9,21,.000,.407,.167,.466,.000,.467,.120,.432,0,89.8,86.7,26
Dane Myers,36,425,8.5,8,6,4,2,2,0,0,0,2,25.0,2,25.0,6,17,.333,.206,.500,.404,.333,.234,.393,.316,0,88.9,79.9,3
Kyle Manzardo,35,636,5.5,6,6,4,1,1,0,0,0,2,33.3,0,0.0,3,16,.167,.309,.167,.309,.167,.423,.147,.314,0,89.3,90.4,12
Luis Matos,34,544,6.3,6,6,6,2,1,0,0,1,0,0.0,0,0.0,1,18,.333,.373,.333,.373,.833,.773,.489,.481,1,89.5,84.5,32
Aaron Hicks,34,284,12.0,6,5,3,0,0,0,0,0,2,33.3,1,16.7,2,11,.000,.132,.167,.276,.000,.204,.115,.237,0,88.9,85.3,34
Casey Schmitt,34,374,9.1,11,11,11,4,2,1,0,1,0,0.0,0,0.0,2,19,.364,.292,.364,.292,.727,.618,.461,.381,1,88.1,85.7,24
Patrick Wisdom,32,701,4.6,7,7,2,0,0,0,0,0,5,71.4,0,0.0,6,15,.000,.068,.000,.068,.000,.156,.000,.093,0,90.0,96.3,42
Austin Barnes,32,593,5.4,7,6,5,1,0,0,0,1,1,14.3,1,14.3,5,15,.167,.273,.286,.377,.667,.538,.391,.389,1,88.9,83.6,28
Austin Shenton,31,212,14.6,9,7,6,5,1,3,0,1,1,11.1,2,22.2,5,13,.714,.373,.778,.513,1.571,.696,.897,.500,1,89.8,96.5,21
Curt Casali,31,476,6.5,9,8,6,1,1,0,0,0,2,22.2,1,11.1,5,14,.125,.111,.222,.210,.125,.123,.175,.166,0,87.5,85.0,24
Luis Torrens,31,510,6.1,8,8,6,0,0,0,0,0,2,25.0,0,0.0,3,13,.000,.216,.000,.216,.000,.247,.000,.204,0,89.1,90.6,8
Jose Herrera,31,501,6.2,6,6,4,1,1,0,0,0,2,33.3,0,0.0,4,13,.167,.170,.167,.170,.167,.233,.147,.174,0,89.6,89.6,17
Bryan Ramos,30,418,7.2,6,6,6,1,1,0,0,0,0,0.0,0,0.0,0,8,.167,.361,.167,.361,.167,.444,.147,.354,0,89.0,95.8,10
Trey Cabbage,30,336,8.9,9,8,6,3,2,1,0,0,2,22.2,1,11.1,6,20,.375,.272,.444,.353,.500,.335,.412,.311,0,90.9,97.1,7
Victor Scott II,30,568,5.3,6,5,5,0,0,0,0,0,1,16.7,0,0.0,5,16,.000,.185,.000,.164,.000,.233,.000,.159,0,89.8,86.3,19
Nick Allen,30,356,8.4,8,7,6,3,2,1,0,0,1,12.5,1,12.5,2,12,.429,.288,.500,.377,.571,.373,.463,.337,0,89.8,84.6,17
Grant McCray,30,519,5.8,13,13,7,3,0,0,0,3,6,46.2,0,0.0,10,21,.231,.236,.231,.236,.923,.807,.473,.426,3,88.4,96.5,15
Ben Gamel,30,381,7.9,8,7,5,1,1,0,0,0,2,25.0,1,12.5,1,9,.143,.289,.250,.378,.143,.311,.196,.318,0,90.4,80.9,15
Alek Thomas,30,372,8.1,8,7,7,1,1,0,0,0,0,0.0,1,12.5,4,13,.143,.147,.250,.254,.143,.171,.196,.206,0,90.9,90.8,8
Trevor Story,30,373,8.0,10,8,5,3,1,1,0,1,3,30.0,2,20.0,8,19,.375,.177,.500,.342,.875,.347,.556,.313,1,90.0,93.2,9
Nick Madrigal,29,358,8.1,8,8,7,1,1,0,0,0,1,12.5,0,0.0,3,15,.125,.131,.125,.131,.125,.159,.110,.127,0,90.0,87.1,19
Blaze Alexander,29,714,4.1,6,3,2,2,2,0,0,0,1,16.7,2,33.3,4,13,.667,.319,.833,.659,.667,.355,.644,.497,0,89.5,105.3,-1
Andrés Chaparro,29,525,5.5,10,10,10,2,1,1,0,0,0,0.0,0,0.0,5,20,.200,.419,.200,.419,.300,.879,.214,.547,3,87.7,91.9,25
Henry Davis,29,521,5.6,9,7,6,4,4,0,0,0,1,11.1,1,11.1,4,15,.571,.409,.625,.483,.571,.464,.527,.423,0,89.3,88.4,-4
Weston Wilson,28,379,7.4,6,4,3,2,1,0,0,1,1,16.7,2,33.3,8,14,.500,.357,.667,.572,1.250,.994,.718,.605,1,90.2,99.8,33
Luis Urías,28,452,6.2,5,4,4,2,1,1,0,0,0,0.0,1,20.0,2,14,.500,.612,.600,.689,.750,1.171,.565,.738,1,88.8,94.9,8
Leo Rivas,28,371,7.5,6,6,5,2,2,0,0,0,1,16.7,0,0.0,2,12,.333,.353,.333,.353,.333,.480,.294,.355,0,90.8,89.0,3
David Dahl,28,266,10.5,6,6,5,2,2,0,0,0,1,16.7,0,0.0,5,16,.333,.171,.333,.171,.333,.205,.294,.164,0,89.6,89.7,12
Christian Encarnacion-Strand,28,451,6.2,10,9,8,2,2,0,0,0,1,10.0,1,10.0,2,16,.222,.357,.300,.422,.222,.418,.245,.370,0,88.0,84.1,18
Will Wagner,28,364,7.7,10,10,9,0,0,0,0,0,1,10.0,0,0.0,1,14,.000,.175,.000,.175,.000,.236,.000,.175,0,89.1,80.3,6
Nathan Lukes,28,356,7.9,8,7,7,2,2,0,0,0,0,0.0,1,12.5,0,16,.286,.371,.375,.450,.286,.438,.307,.394,0,89.6,86.5,26
Brooks Baldwin,27,426,6.3,6,5,5,3,2,1,0,0,0,0.0,1,16.7,2,18,.600,.397,.667,.497,.800,.493,.618,.434,0,88.8,91.0,11
Brett Harris,27,493,5.5,2,2,2,0,0,0,0,0,0,0.0,0,0.0,5,11,.000,.342,.000,.342,.000,.455,.000,.339,0,88.0,86.9,24
Alex Call,27,493,5.5,4,4,3,2,1,1,0,0,1,25.0,0,0.0,3,9,.500,.386,.500,.386,.750,.914,.534,.544,1,88.1,86.3,27
Cole Tucker,26,237,11.0,4,3,2,0,0,0,0,0,1,25.0,1,25.0,4,12,.000,.087,.250,.315,.000,.105,.172,.234,0,89.6,85.2,8
Zach DeLoach,26,298,8.7,8,7,6,2,2,0,0,0,1,12.5,1,12.5,6,15,.286,.235,.375,.331,.286,.275,.307,.279,0,89.2,90.4,1
Jasson Domínguez,26,278,9.4,7,7,2,0,0,0,0,0,5,71.4,0,0.0,7,14,.000,.109,.000,.109,.000,.175,.000,.118,1,89.6,88.3,5
Sean Bouchard,26,431,6.0,5,4,4,0,0,0,0,0,0,0.0,0,0.0,4,14,.000,.130,.200,.304,.000,.160,.144,.248,0,90.5,93.3,20
Dairon Blanco,25,459,5.4,7,6,4,0,0,0,0,0,2,28.6,1,14.3,4,12,.000,.248,.143,.356,.000,.564,.098,.388,1,91.7,87.5,23
Brandon Crawford,25,321,7.8,11,11,9,2,2,0,0,0,2,18.2,0,0.0,7,17,.182,.314,.182,.314,.182,.373,.160,.302,0,89.3,91.1,7
Graham Pauley,25,140,17.9,4,4,3,1,1,0,0,0,1,25.0,0,0.0,5,17,.250,.200,.250,.200,.250,.212,.220,.182,0,93.4,74.3,-15
Jacob Hurtubise,25,281,8.9,5,5,3,1,1,0,0,0,2,40.0,0,0.0,2,13,.200,.162,.200,.162,.200,.191,.176,.158,0,90.4,78.2,7
