player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Eric Wagaman,26,269,9.7,5,5,5,1,1,0,0,0,0,0.0,0,0.0,1,13,.200,.349,.200,.349,.200,.413,.176,.332,0,89.7,89.7,34
Grae Kessinger,26,115,22.6,5,4,1,0,0,0,0,0,3,60.0,0,0.0,1,7,.000,.018,.200,.214,.000,.018,.144,.157,0,90.2,69.8,-36
Joey Wendle,25,134,18.7,5,5,4,1,1,0,0,0,1,20.0,0,0.0,2,9,.200,.218,.200,.218,.200,.368,.176,.248,0,90.2,85.1,-9
Drew Romo,25,189,13.2,6,6,5,1,1,0,0,0,1,16.7,0,0.0,1,16,.167,.148,.167,.148,.167,.163,.147,.136,0,89.4,80.7,30
Johnathan Rodriguez,24,175,13.7,5,3,3,0,0,0,0,0,0,0.0,2,40.0,4,9,.000,.121,.400,.473,.000,.136,.276,.346,0,89.9,90.4,-26
Cal Stevenson,23,102,22.5,3,2,1,0,0,0,0,0,1,33.3,1,33.3,1,7,.000,.301,.333,.534,.000,.427,.230,.433,0,90.1,98.9,16
Aledmys Díaz,23,116,19.8,5,5,4,0,0,0,0,0,1,20.0,0,0.0,2,12,.000,.179,.000,.179,.000,.236,.000,.181,0,89.3,91.3,11
Jamie Westbrook,23,200,11.5,4,3,3,0,0,0,0,0,0,0.0,1,25.0,1,8,.000,.289,.250,.467,.000,.319,.172,.372,0,89.9,95.8,-9
Rece Hinds,23,183,12.6,5,5,4,0,0,0,0,0,1,20.0,0,0.0,4,13,.000,.060,.000,.060,.000,.077,.000,.059,0,90.1,83.1,15
Graham Pauley,22,140,15.7,4,4,3,1,1,0,0,0,1,25.0,0,0.0,5,10,.250,.310,.250,.310,.250,.347,.220,.289,0,89.5,86.3,8
Oscar Colás,21,144,14.6,5,3,2,2,2,0,0,0,1,20.0,1,20.0,2,9,.667,.262,.800,.557,.667,.300,.635,.432,0,89.5,104.8,-2
Travis Blankenhorn,21,122,17.2,4,4,2,2,1,1,0,0,2,50.0,0,0.0,3,11,.500,.328,.500,.328,.750,.508,.534,.360,0,87.7,88.7,22
Isaac Collins,21,87,24.1,6,5,4,2,2,0,0,0,1,16.7,1,16.7,1,9,.400,.303,.500,.419,.400,.358,.409,.354,0,89.8,85.2,6
Thomas Saggese,21,189,11.1,8,7,5,2,1,1,0,0,2,25.0,1,12.5,5,17,.286,.301,.375,.389,.429,.381,.353,.343,0,89.8,90.5,15
Yoán Moncada,21,192,10.9,3,3,3,1,1,0,0,0,0,0.0,0,0.0,0,11,.333,.458,.333,.458,.333,.490,.294,.414,0,89.9,86.2,1
Charles Leblanc,21,118,17.8,4,3,2,1,1,0,0,0,1,25.0,1,25.0,0,8,.333,.383,.500,.537,.333,.489,.393,.461,0,89.9,93.5,7
Carlos Narvaez,20,68,29.4,6,4,2,2,2,0,0,0,2,33.3,2,33.3,4,7,.500,.309,.667,.539,.500,.363,.524,.427,0,90.3,107.2,5
Logan Driscoll,20,130,15.4,5,5,4,1,1,0,0,0,1,20.0,0,0.0,2,11,.200,.281,.200,.281,.200,.372,.176,.285,0,89.9,91.8,11
Javier Sanoja,20,118,16.9,4,4,4,1,1,0,0,0,0,0.0,0,0.0,1,9,.250,.180,.250,.180,.250,.188,.220,.164,0,91.1,82.9,-5
Gustavo Campero,20,177,11.3,6,5,5,2,2,0,0,0,0,0.0,0,0.0,1,12,.400,.485,.500,.571,.400,.556,.414,.500,0,89.7,86.9,21
Luisangel Acuña,18,136,13.2,6,5,5,2,1,0,0,1,0,0.0,1,16.7,0,8,.400,.336,.500,.446,1.000,.781,.603,.497,1,89.9,94.9,9
Drew Waters,18,94,19.1,5,4,2,1,0,1,0,0,2,40.0,0,0.0,3,7,.250,.033,.400,.226,.500,.084,.395,.183,0,89.1,78.4,50
César Salazar,18,111,16.2,4,3,1,1,1,0,0,0,2,50.0,0,0.0,4,8,.333,.160,.500,.370,.333,.182,.400,.294,0,89.1,95.3,4
Owen Miller,18,103,17.5,6,6,6,2,2,0,0,0,0,0.0,0,0.0,1,10,.333,.260,.333,.260,.333,.300,.294,.244,0,89.6,88.8,5
Forrest Wall,18,129,14.0,7,6,6,1,1,0,0,0,0,0.0,1,14.3,0,6,.167,.410,.286,.495,.167,.488,.224,.431,0,90.2,93.9,20
Luke Williams,18,172,10.5,6,6,6,2,2,0,0,0,0,0.0,0,0.0,0,8,.333,.176,.333,.176,.333,.285,.294,.195,0,90.7,85.9,7
Tyler Heineman,18,61,29.5,3,2,1,0,0,0,0,0,1,33.3,0,0.0,1,8,.000,.004,.333,.336,.000,.004,.240,.243,0,89.7,85.4,36
Ehire Adrianza,18,118,15.3,5,5,4,1,0,1,0,0,1,20.0,0,0.0,2,9,.200,.207,.200,.207,.400,.326,.251,.228,0,89.6,93.6,24
Rafael Ortega,18,68,26.5,4,3,4,0,0,0,0,0,0,0.0,0,0.0,1,6,.000,.234,.000,.250,.000,.383,.000,.338,0,89.2,97.7,28
Niko Goodrum,17,140,12.1,4,4,4,0,0,0,0,0,0,0.0,0,0.0,0,5,.000,.149,.000,.149,.000,.166,.000,.137,0,89.6,79.2,-10
Jason Vosler,17,120,14.2,7,7,5,1,1,0,0,0,2,28.6,0,0.0,2,10,.143,.140,.143,.140,.143,.182,.126,.136,0,89.4,91.8,25
Mickey Gasper,17,92,18.5,3,2,1,0,0,0,0,0,1,33.3,1,33.3,1,5,.000,.071,.333,.381,.000,.117,.230,.280,0,90.5,90.9,24
Blake Sabol,17,124,13.7,7,6,5,3,2,1,0,0,1,14.3,0,0.0,2,10,.500,.380,.571,.469,.667,.819,.534,.533,1,89.2,101.0,19
Alexander Canario,17,101,16.8,4,4,4,1,1,0,0,0,0,0.0,0,0.0,4,10,.250,.232,.250,.232,.250,.352,.220,.250,0,89.0,89.4,7
David Villar,16,136,11.8,6,4,3,1,0,1,0,0,2,33.3,1,16.7,1,6,.250,.056,.333,.347,.500,.211,.324,.432,1,89.8,101.3,34
Hunter Feduccia,16,57,28.1,4,3,3,2,2,0,0,0,0,0.0,1,25.0,0,6,.667,.517,.750,.638,.667,.593,.613,.537,0,89.3,85.7,5
Luis De Los Santos,16,121,13.2,6,5,5,0,0,0,0,0,0,0.0,1,16.7,2,8,.000,.104,.167,.253,.000,.205,.115,.222,0,88.8,90.0,7
Livan Soto,16,66,24.2,3,3,3,0,0,0,0,0,0,0.0,0,0.0,0,8,.000,.029,.000,.029,.000,.040,.000,.030,0,84.7,83.0,29
Jhonny Pereda,15,158,9.5,3,3,1,0,0,0,0,0,2,66.7,0,0.0,7,10,.000,.014,.000,.014,.000,.014,.000,.013,0,90.5,73.3,-31
Stone Garrett,15,31,48.4,3,3,3,1,1,0,0,0,0,0.0,0,0.0,2,9,.333,.449,.333,.449,.333,.552,.294,.429,0,90.5,95.0,20
Austin Wynns,15,75,20.0,4,4,4,2,2,0,0,0,0,0.0,0,0.0,1,8,.500,.293,.500,.293,.500,.337,.441,.276,0,89.2,86.5,38
Nacho Alvarez Jr.,15,119,12.6,3,3,3,1,1,0,0,0,0,0.0,0,0.0,1,6,.333,.360,.333,.360,.333,.434,.294,.344,0,90.0,82.2,0
Matt Mervis,14,98,14.3,1,0,0,0,0,0,0,0,0,0.0,1,100.0,1,4,0,0,1.000,1.000,0,0,.689,.689,0,90.0,0,0
Donovan Walton,14,96,14.6,3,3,3,0,0,0,0,0,0,0.0,0,0.0,2,6,.000,.309,.000,.309,.000,.376,.000,.293,0,89.2,85.5,27
Bubba Thompson,13,77,16.9,1,1,1,0,0,0,0,0,0,0.0,0,0.0,2,6,.000,.509,.000,.509,.000,1.941,.000,.985,1,90.1,102.3,34
Levi Jordan,13,40,32.5,3,2,3,0,0,0,0,0,0,0.0,0,0.0,1,5,.000,.112,.000,.075,.000,.127,.000,.068,0,90.6,91.0,1
Keston Hiura,13,93,14.0,4,4,4,2,2,0,0,0,0,0.0,0,0.0,1,8,.500,.462,.500,.462,.500,.541,.441,.436,0,88.0,76.9,15
Jace Peterson,13,102,12.7,4,4,3,0,0,0,0,0,1,25.0,0,0.0,1,6,.000,.158,.000,.158,.000,.170,.000,.145,0,88.8,75.0,-29
Joey Wiemer,13,109,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,90.4,0,0
Sam Haggerty,13,59,22.0,3,3,3,0,0,0,0,0,0,0.0,0,0.0,0,5,.000,.381,.000,.381,.000,.473,.000,.363,0,89.6,93.0,1
Taylor Trammell,12,37,32.4,2,2,2,0,0,0,0,0,0,0.0,0,0.0,2,8,.000,.132,.000,.132,.000,.142,.000,.119,0,88.9,72.2,41
Ryan McKenna,12,52,23.1,3,3,3,1,0,0,0,1,0,0.0,0,0.0,0,7,.333,.034,.333,.034,1.333,.099,.683,.053,0,90.6,86.4,50
Jordyn Adams,12,158,7.6,5,5,3,0,0,0,0,0,2,40.0,0,0.0,1,5,.000,.223,.000,.223,.000,.307,.000,.227,0,90.5,96.3,5
Kameron Misner,11,65,16.9,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,6,.000,0,.000,0,.000,0,.000,.000,0,89.7,0,0
Eddy Alvarez,11,54,20.4,2,1,0,0,0,0,0,0,1,50.0,1,50.0,1,2,.000,0,.500,.500,.000,0,.345,.345,0,89.0,0,0
Blake Dunn,11,120,9.2,5,5,5,2,0,1,0,1,0,0.0,0,0.0,0,5,.400,.415,.400,.415,1.200,1.080,.661,.622,1,90.4,94.7,31
Duke Ellis,11,23,47.8,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,6,.000,.146,.000,.146,.000,.172,.000,.144,0,91.1,104.9,-26
Adael Amador,11,119,9.2,2,2,2,0,0,0,0,0,0,0.0,0,0.0,2,6,.000,.265,.000,.265,.000,.328,.000,.264,0,89.0,89.5,-5
Grant Koch,11,49,22.4,2,2,1,0,0,0,0,0,1,50.0,0,0.0,2,5,.000,.007,.000,.007,.000,.020,.000,.011,0,89.4,89.1,36
Darren Baker,10,39,25.6,5,5,5,4,2,2,0,0,0,0.0,0,0.0,0,5,.800,.335,.800,.335,1.200,.411,.854,.331,0,89.8,84.9,16
Bryce Teodosio,10,43,23.3,2,2,0,0,0,0,0,0,2,100.0,0,0.0,3,4,.000,0,.000,0,.000,0,.000,.000,0,90.6,0,0
J.P. Martínez,10,42,23.8,2,2,2,1,1,0,0,0,0,0.0,0,0.0,1,6,.500,.196,.500,.196,.500,.222,.441,.183,0,89.9,90.0,-10
Tristan Gray,8,123,6.5,3,3,2,1,1,0,0,0,1,33.3,0,0.0,1,4,.333,.213,.333,.213,.333,.242,.294,.198,0,90.3,96.3,-4
Liover Peguero,8,46,17.4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,89.4,0,0
Jorge Barrosa,7,62,11.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.215,.000,.215,.000,.255,.000,.194,0,89.0,79.6,3
Rob Brantly,7,34,20.6,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,6,.000,.085,.000,.085,.000,.327,.000,.167,0,91.2,94.7,41
Brett Sullivan,7,49,14.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,5,.000,.001,.000,.001,.000,.001,.000,.000,0,90.7,86.1,83
Sam Huff,7,21,33.3,2,1,1,0,0,0,0,0,0,0.0,1,50.0,0,2,.000,.891,.500,.946,.000,.939,.345,.746,0,91.0,72.2,27
David Fletcher,7,27,25.9,2,1,1,0,0,0,0,0,1,50.0,0,0.0,0,1,.000,.000,.000,.316,.000,.000,.000,.286,0,90.7,91.5,18
Sandro Fabian,6,21,28.6,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.239,.000,.239,.000,.697,.000,.391,1,91.2,73.3,42
Vinny Capra,6,32,18.8,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.132,.000,.132,.000,.148,.000,.122,0,87.8,73.4,-10
Jason Delay,6,50,12.0,3,3,3,1,0,1,0,0,0,0.0,0,0.0,1,4,.333,.082,.333,.082,.667,.094,.418,.076,0,90.0,80.1,50
Cooper Hummel,6,23,26.1,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.384,.000,.384,.000,.670,.000,.444,1,89.9,94.2,-15
Brandon Lockridge,6,46,13.0,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.178,.000,.178,.000,.191,.000,.166,0,90.5,100.0,-16
Luis Vazquez,6,51,11.8,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.157,.000,.157,.000,.176,.000,.156,0,90.4,60.1,-41
Brian Anderson,6,15,40.0,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.800,.000,.800,.000,.993,.000,.780,0,91.3,101.6,10
Tony Kemp,5,37,13.5,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.137,.000,.137,.000,.392,.000,.217,0,87.6,93.4,31
Kevin Alcántara,5,26,19.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.9,0,0
Matt Duffy,5,31,16.1,2,1,1,1,1,0,0,0,0,0.0,1,50.0,0,1,1.000,.514,1.000,.757,1.000,.597,.785,.586,0,91.3,103.2,2
Oswald Peraza,5,40,12.5,2,1,1,1,1,0,0,0,0,0.0,1,50.0,0,3,1.000,.854,1.000,.927,1.000,1.016,.785,.765,0,91.6,93.1,12
Jakson Reetz,5,49,10.2,1,0,0,0,0,0,0,0,0,0.0,1,100.0,1,2,0,0,1.000,1.000,0,0,.689,.689,0,89.8,0,0
Matthew Batten,4,11,36.4,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,2,.000,.255,.000,.255,.000,.270,.000,.230,0,89.0,92.4,-7
Brewer Hicklen,4,29,13.8,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,3,.000,0,.000,0,.000,0,.000,.000,0,90.3,0,0
CJ Alexander,4,28,14.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.011,.000,.011,.000,.019,.000,.012,0,90.8,84.6,45
Diego A. Castillo,4,36,11.1,2,1,1,1,1,0,0,0,0,0.0,1,50.0,0,1,1.000,.983,1.000,.992,1.000,1.106,.785,.805,0,90.1,80.6,18
Conner Capel,3,25,12.0,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,84.9,0,0
Jair Camargo,3,28,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.6,0,0
Tyler Gentry,3,20,15.0,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.397,.000,.397,.000,.466,.000,.380,0,90.6,97.7,-1
Aramis Garcia,3,36,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,89.5,0,0
Nick Maton,2,28,7.1,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.006,.000,.006,.000,.006,.000,.005,0,91.2,89.0,40
DaShawn Keirsey Jr.,2,50,4.0,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.201,.000,.201,.000,.201,.000,.183,0,92.0,78.7,-51
Greg Jones,2,29,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7,0,0
Luis Castillo,2,3,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.1,0,0
Michael Helman,2,28,7.1,2,2,2,1,0,1,0,0,0,0.0,0,0.0,0,2,.500,.177,.500,.177,1.000,.276,.627,.180,0,88.6,87.6,41
Andrew Knapp,2,25,8.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,91.6,0,0
Myles Straw,2,14,14.3,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0,1,1.000,.489,1.000,.489,1.000,.576,.882,.440,0,91.7,90.5,19
Edwin Ríos,1,40,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,87.9,0,0
Cade Marlowe,1,34,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88.5,0,0
Samad Taylor,1,14,7.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,90.7,0,0
Chris Roller,1,6,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.6,0,0
Dustin Harris,1,23,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,0,0
