player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Eric Haase,53,270,19.6,13,10,9,6,2,0,0,4,1,7.7,3,23.1,8,28,.600,.495,.692,.612,1.800,1.539,.925,.799,4,95.2,97.2,9
Thomas Saggese,52,189,27.5,10,10,7,2,2,0,0,0,3,30.0,0,0.0,5,24,.200,.218,.200,.218,.200,.337,.176,.239,0,95.0,83.8,16
Coby Mayo,52,188,27.7,13,12,8,0,0,0,0,0,4,30.8,1,7.7,7,28,.000,.148,.077,.213,.000,.181,.053,.186,0,94.9,85.5,-4
Luisangel Acuña,50,136,36.8,15,15,11,3,2,1,0,0,4,26.7,0,0.0,9,30,.200,.110,.200,.110,.267,.144,.201,.108,0,94.8,87.6,7
Pablo Reyes,50,252,19.8,15,13,9,1,1,0,0,0,4,26.7,1,6.7,7,24,.077,.159,.200,.271,.077,.313,.153,.267,1,94.6,89.2,15
Jonathan Ornelas,50,163,30.7,9,8,5,1,1,0,0,0,3,33.3,1,11.1,5,22,.125,.194,.222,.284,.125,.230,.175,.240,0,95.1,99.6,-1
Shay Whitcomb,48,181,26.5,14,12,10,2,2,0,0,0,2,14.3,2,14.3,5,22,.167,.223,.286,.334,.167,.262,.224,.280,0,94.9,93.4,11
Billy Cook,47,184,25.5,12,12,10,5,2,1,0,2,2,16.7,0,0.0,7,28,.417,.352,.417,.352,1.000,.850,.593,.502,3,94.5,98.5,22
Seby Zavala,46,171,26.9,13,11,6,1,1,0,0,0,5,38.5,2,15.4,5,19,.091,.182,.231,.308,.091,.516,.174,.349,1,94.5,93.7,22
Adael Amador,46,119,38.7,16,15,11,4,3,1,0,0,4,25.0,1,6.3,7,27,.267,.219,.313,.271,.333,.341,.287,.268,1,95.1,84.8,18
Drew Romo,46,189,24.3,14,13,9,1,0,1,0,0,4,28.6,1,7.1,6,24,.077,.067,.143,.134,.154,.088,.139,.110,0,94.4,89.5,23
Rafael Marchán,45,195,23.1,18,17,14,5,3,1,0,1,3,16.7,1,5.6,3,22,.294,.303,.333,.342,.529,.468,.369,.352,1,95.3,89.3,9
David Bote,45,162,27.8,16,16,12,8,6,2,0,0,4,25.0,0,0.0,4,25,.500,.308,.500,.308,.625,.404,.487,.307,0,94.5,96.7,18
David Hensley,45,250,18.0,11,9,7,1,1,0,0,0,2,18.2,2,18.2,1,13,.111,.146,.273,.301,.111,.176,.205,.238,0,94.8,84.7,-10
Jhonny Pereda,44,158,27.8,9,9,7,2,2,0,0,0,2,22.2,0,0.0,4,19,.222,.262,.222,.262,.222,.484,.196,.319,1,94.9,84.1,21
Jordyn Adams,43,158,27.2,2,1,1,1,1,0,0,0,0,0.0,1,50.0,7,19,1.000,.934,1.000,.967,1.000,1.160,.785,.799,0,94.9,101.0,12
Niko Goodrum,43,140,30.7,10,10,7,2,2,0,0,0,3,30.0,0,0.0,5,20,.200,.205,.200,.205,.200,.393,.176,.252,1,94.7,94.8,-7
Chadwick Tromp,43,182,23.6,13,12,11,2,0,2,0,0,1,7.7,1,7.7,3,21,.167,.192,.231,.254,.333,.351,.246,.268,0,94.7,94.5,6
Rece Hinds,41,183,22.4,10,6,5,3,0,1,1,1,1,10.0,4,40.0,3,18,.500,.281,.700,.569,1.500,.765,.765,.538,1,95.2,95.3,27
Tyler Locklear,41,196,20.9,6,4,1,0,0,0,0,0,3,50.0,2,33.3,4,12,.000,.002,.333,.335,.000,.003,.230,.231,0,95.1,68.3,57
Eli White,41,160,25.6,9,8,7,5,4,0,0,1,1,11.1,1,11.1,2,17,.625,.251,.667,.334,1.000,.517,.696,.363,1,95.3,92.6,-12
Forrest Wall,40,129,31.0,7,5,3,1,1,0,0,0,2,28.6,2,28.6,6,21,.200,.090,.429,.350,.200,.100,.323,.257,0,94.9,91.6,7
Zach Dezenzo,39,245,15.9,12,11,8,2,2,0,0,0,3,25.0,1,8.3,4,19,.182,.243,.250,.306,.182,.278,.204,.264,0,94.5,94.6,-5
Armando Alvarez,39,139,28.1,8,7,5,1,1,0,0,0,2,25.0,1,12.5,2,14,.143,.245,.250,.339,.143,.319,.196,.296,0,94.9,89.8,13
Blake Sabol,39,124,31.5,10,9,6,2,2,0,0,0,3,30.0,1,10.0,4,19,.222,.188,.300,.270,.222,.326,.245,.263,1,94.8,91.8,14
Graham Pauley,38,140,27.1,5,5,4,0,0,0,0,0,1,20.0,0,0.0,3,23,.000,.156,.000,.156,.000,.242,.000,.169,0,95.0,84.2,-12
Tristan Gray,38,123,30.9,11,9,5,1,0,1,0,0,4,36.4,2,18.2,7,18,.111,.138,.273,.295,.222,.153,.239,.231,0,95.2,88.1,38
Ehire Adrianza,37,118,31.4,8,7,5,2,1,0,0,1,2,25.0,1,12.5,5,16,.286,.275,.375,.365,.714,.584,.453,.401,1,95.0,90.9,16
Jason Vosler,37,120,30.8,11,9,5,1,1,0,0,0,4,36.4,2,18.2,5,18,.111,.158,.273,.311,.111,.416,.205,.320,1,94.9,96.0,14
Grae Kessinger,36,115,31.3,10,9,7,0,0,0,0,0,2,20.0,1,10.0,9,23,.000,.125,.100,.213,.000,.266,.069,.212,0,95.4,90.3,28
Zach Remillard,35,151,23.2,12,11,10,4,2,1,1,0,1,8.3,1,8.3,2,17,.364,.273,.417,.334,.636,.499,.441,.357,1,94.6,82.4,12
Javier Sanoja,35,118,29.7,8,8,7,1,1,0,0,0,1,12.5,0,0.0,3,23,.125,.241,.125,.241,.125,.294,.110,.234,0,94.8,86.5,12
Aledmys Díaz,35,116,30.2,12,11,9,0,0,0,0,0,2,16.7,1,8.3,3,23,.000,.193,.083,.260,.000,.229,.057,.225,0,94.7,87.6,11
Charles Leblanc,34,118,28.8,8,6,2,1,1,0,0,0,4,50.0,2,25.0,5,16,.167,.067,.375,.300,.167,.079,.282,.221,0,95.0,59.5,10
Jahmai Jones,32,152,21.1,11,11,6,3,2,0,1,0,5,45.5,0,0.0,4,16,.273,.158,.273,.158,.455,.277,.305,.186,1,95.0,83.9,27
Travis Blankenhorn,32,122,26.2,12,11,9,1,1,0,0,0,2,16.7,1,8.3,2,19,.091,.183,.167,.251,.091,.216,.131,.216,0,94.9,85.2,10
César Salazar,31,111,27.9,10,9,7,3,2,1,0,0,2,20.0,1,10.0,3,17,.333,.294,.400,.365,.444,.331,.371,.314,0,95.2,82.1,21
Luis De Los Santos,30,121,24.8,4,3,2,1,0,1,0,0,1,25.0,1,25.0,3,11,.333,.372,.500,.529,.667,.482,.486,.448,0,95.1,103.3,10
Davis Wendzel,30,170,17.6,9,9,7,1,1,0,0,0,2,22.2,0,0.0,3,15,.111,.218,.111,.218,.111,.248,.098,.206,0,95.0,76.9,23
Alexander Canario,30,101,29.7,10,9,4,1,1,0,0,0,5,50.0,1,10.0,8,16,.111,.179,.200,.261,.111,.272,.157,.242,1,95.0,78.2,-4
Johnathan Rodriguez,30,175,17.1,6,3,1,0,0,0,0,0,2,33.3,3,50.0,4,11,.000,.001,.500,.501,.000,.001,.345,.345,0,94.7,94.2,51
Logan Driscoll,29,130,22.3,7,6,5,1,1,0,0,0,2,28.6,0,0.0,5,16,.167,.214,.143,.202,.167,.329,.126,.236,1,94.9,90.5,18
David Villar,29,136,21.3,9,9,9,5,3,1,0,1,0,0.0,0,0.0,1,14,.556,.472,.556,.472,1.000,.905,.661,.575,1,94.4,90.6,4
Oscar Colás,28,144,19.4,7,6,4,2,2,0,0,0,2,28.6,1,14.3,3,12,.333,.214,.429,.326,.333,.236,.350,.267,0,94.5,89.2,-4
Drew Waters,28,94,29.8,5,3,2,1,1,0,0,0,1,20.0,2,40.0,4,10,.333,.098,.600,.459,.333,.101,.452,.329,0,95.1,67.1,-40
Joey Wendle,28,134,20.9,7,7,6,1,1,0,0,0,1,14.3,0,0.0,0,9,.143,.241,.143,.241,.143,.276,.126,.228,0,94.3,87.2,14
Jace Peterson,28,102,27.5,7,5,5,1,1,0,0,0,0,0.0,2,28.6,1,10,.200,.344,.429,.531,.200,.372,.323,.420,0,94.8,84.7,-17
Trenton Brooks,27,110,24.5,11,10,8,1,1,0,0,0,2,18.2,1,9.1,4,15,.100,.196,.182,.269,.100,.367,.143,.277,1,95.0,89.8,21
Matt Mervis,27,98,27.6,7,7,5,1,0,1,0,0,2,28.6,0,0.0,7,17,.143,.141,.143,.141,.286,.388,.179,.218,1,95.1,87.4,34
Blake Dunn,26,120,21.7,6,4,0,0,0,0,0,0,4,66.7,2,33.3,2,7,.000,0,.333,.333,.000,0,.230,.230,0,94.7,0,0
Isaac Collins,26,87,29.9,5,5,1,0,0,0,0,0,4,80.0,0,0.0,5,10,.000,.000,.000,.000,.000,.000,.000,.000,0,95.3,83.2,69
Keston Hiura,26,93,28.0,4,4,1,1,1,0,0,0,3,75.0,0,0.0,7,13,.250,.146,.250,.146,.250,.164,.220,.136,0,94.7,107.4,4
Cal Stevenson,26,102,25.5,6,6,5,1,1,0,0,0,1,16.7,0,0.0,2,11,.167,.266,.167,.266,.167,.533,.147,.336,1,94.8,91.0,38
Tom Murphy,25,152,16.4,7,6,4,0,0,0,0,0,2,28.6,1,14.3,4,11,.000,.079,.143,.210,.000,.121,.098,.171,0,94.5,92.0,25
Joey Wiemer,25,109,22.9,7,6,5,0,0,0,0,0,1,14.3,1,14.3,1,11,.000,.234,.143,.343,.000,.681,.098,.419,1,95.4,84.2,6
Owen Miller,25,103,24.3,5,5,4,1,0,1,0,0,1,20.0,0,0.0,1,10,.200,.200,.200,.200,.400,.332,.251,.225,0,95.1,94.2,-3
Donovan Walton,24,96,25.0,5,4,2,1,1,0,0,0,2,40.0,1,20.0,1,11,.250,.150,.400,.320,.250,.279,.314,.285,0,94.9,94.0,8
Buddy Kennedy,23,132,17.4,5,4,2,1,1,0,0,0,2,40.0,1,20.0,0,9,.250,.310,.400,.448,.250,.326,.314,.362,0,95.0,76.3,12
Jorge Barrosa,22,62,35.5,8,8,6,2,1,1,0,0,2,25.0,0,0.0,3,14,.250,.324,.250,.324,.375,.456,.267,.337,1,94.9,89.6,4
Livan Soto,22,66,33.3,5,2,1,0,0,0,0,0,1,20.0,3,60.0,1,6,.000,.145,.600,.658,.000,.161,.413,.467,0,95.2,88.0,1
Jakson Reetz,22,49,44.9,7,7,5,1,0,0,0,1,2,28.6,0,0.0,5,14,.143,.203,.143,.203,.571,.686,.293,.361,1,94.2,93.3,26
Tyler Heineman,22,61,36.1,6,4,3,0,0,0,0,0,1,16.7,2,33.3,1,13,.000,.091,.333,.394,.000,.235,.230,.320,0,95.1,88.5,34
Kameron Misner,21,65,32.3,4,4,1,0,0,0,0,0,3,75.0,0,0.0,4,10,.000,.002,.000,.002,.000,.003,.000,.002,0,95.1,92.4,51
Billy McKinney,21,114,18.4,8,8,5,1,1,0,0,0,3,37.5,0,0.0,7,14,.125,.148,.125,.148,.125,.175,.110,.140,0,95.3,85.3,6
Austin Wynns,21,75,28.0,5,4,3,2,1,1,0,0,1,20.0,0,0.0,3,13,.500,.390,.600,.512,.750,.493,.571,.453,0,94.9,93.9,-14
Bubba Thompson,21,77,27.3,5,5,2,1,1,0,0,0,3,60.0,0,0.0,6,12,.200,.225,.200,.225,.200,.242,.176,.206,0,94.8,81.2,1
Jason Delay,20,50,40.0,7,5,5,1,0,1,0,0,0,0.0,2,28.6,2,10,.200,.219,.429,.442,.400,.265,.376,.345,0,94.4,87.0,17
Rafael Ortega,19,68,27.9,4,2,2,0,0,0,0,0,0,0.0,2,50.0,0,7,.000,.208,.500,.604,.000,.232,.345,.441,0,94.7,49.1,12
Mickey Gasper,19,92,20.7,3,2,1,0,0,0,0,0,1,33.3,1,33.3,0,6,.000,.171,.333,.447,.000,.183,.230,.332,0,95.0,104.9,-5
Brandon Lockridge,18,46,39.1,4,4,0,0,0,0,0,0,4,100.0,0,0.0,2,8,.000,0,.000,0,.000,0,.000,.000,0,95.0,0,0
DaShawn Keirsey Jr.,17,50,34.0,4,4,4,0,0,0,0,0,0,0.0,0,0.0,3,10,.000,.298,.000,.298,.000,.705,.000,.416,1,94.8,92.8,30
Eddy Alvarez,16,54,29.6,5,5,5,0,0,0,0,0,0,0.0,0,0.0,0,7,.000,.283,.000,.283,.000,.324,.000,.259,0,94.7,93.4,8
Ryan McKenna,14,52,26.9,2,2,1,0,0,0,0,0,1,50.0,0,0.0,1,6,.000,.003,.000,.003,.000,.003,.000,.003,0,94.2,91.8,59
Grant Koch,14,49,28.6,2,2,0,0,0,0,0,0,2,100.0,0,0.0,1,10,.000,0,.000,0,.000,0,.000,.000,0,94.5,0,0
Pedro León,14,90,15.6,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.045,.000,.045,.000,.045,.000,.040,0,94.7,57.1,-15
Aramis Garcia,13,36,36.1,4,4,3,0,0,0,0,0,1,25.0,0,0.0,4,9,.000,.095,.000,.095,.000,.169,.000,.113,0,95.3,98.3,-3
Hunter Feduccia,13,57,22.8,2,2,2,0,0,0,0,0,0,0.0,0,0.0,3,8,.000,.116,.000,.116,.000,.164,.000,.121,0,95.1,73.7,-2
Brett Sullivan,13,49,26.5,5,5,4,1,0,0,0,1,1,20.0,0,0.0,2,9,.200,.126,.200,.126,.800,.388,.410,.209,1,95.1,92.7,44
Conner Capel,13,25,52.0,4,4,4,2,2,0,0,0,0,0.0,0,0.0,1,9,.500,.350,.500,.350,.500,.416,.441,.334,0,95.1,86.3,11
Sam Haggerty,13,59,22.0,3,3,2,0,0,0,0,0,1,33.3,0,0.0,4,9,.000,.166,.000,.166,.000,.170,.000,.153,0,94.1,98.2,-42
Liover Peguero,12,46,26.1,4,4,3,0,0,0,0,0,1,25.0,0,0.0,1,8,.000,.388,.000,.388,.000,.488,.000,.384,0,95.1,86.9,13
Bryce Teodosio,12,43,27.9,4,4,2,1,1,0,0,0,2,50.0,0,0.0,5,9,.250,.166,.250,.166,.250,.192,.220,.149,0,95.6,68.6,21
Carlos Narvaez,12,68,17.6,1,1,0,0,0,0,0,0,1,100.0,0,0.0,2,7,.000,0,.000,0,.000,0,.000,.000,0,95.0,0,0
Luis Vazquez,11,51,21.6,2,2,1,0,0,0,0,0,1,50.0,0,0.0,3,8,.000,.329,.000,.329,.000,.370,.000,.310,0,95.1,103.3,7
Greg Jones,11,29,37.9,3,2,0,0,0,0,0,0,2,66.7,1,33.3,2,5,.000,0,.333,.333,.000,0,.230,.230,0,94.5,0,0
Andrew Knapp,11,25,44.0,3,3,2,0,0,0,0,0,1,33.3,0,0.0,3,5,.000,.152,.000,.152,.000,.169,.000,.139,0,95.0,98.7,23
Tony Kemp,11,37,29.7,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,7,.000,.128,.000,.128,.000,.208,.000,.138,0,95.6,86.3,-3
Michael Helman,10,28,35.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,2,3,.000,.011,.000,.011,.000,.013,.000,.012,0,94.4,93.2,66
Matt Duffy,9,31,29.0,3,2,2,0,0,0,0,0,0,0.0,0,0.0,0,5,.000,.325,.333,.550,.000,.369,.240,.445,0,95.3,100.9,-8
Jair Camargo,9,28,32.1,1,0,0,0,0,0,0,0,0,0.0,1,100.0,1,3,0,0,1.000,1.000,0,0,.689,.689,0,95.5,0,0
Diego A. Castillo,9,36,25.0,3,3,2,0,0,0,0,0,1,33.3,0,0.0,1,4,.000,.089,.000,.089,.000,.097,.000,.083,0,95.8,81.1,-13
Stone Garrett,9,31,29.0,2,1,1,1,0,1,0,0,0,0.0,1,50.0,1,4,1.000,.663,1.000,.832,2.000,1.297,.972,.753,1,93.6,107.8,17
Brewer Hicklen,9,29,31.0,2,2,0,0,0,0,0,0,2,100.0,0,0.0,4,6,.000,0,.000,0,.000,0,.000,.000,0,93.9,0,0
David Fletcher,9,27,33.3,5,5,5,2,2,0,0,0,0,0.0,0,0.0,0,8,.400,.067,.400,.067,.400,.075,.353,.064,0,94.4,76.0,20
Cade Marlowe,8,34,23.5,2,2,1,1,1,0,0,0,1,50.0,0,0.0,1,4,.500,.247,.500,.247,.500,.267,.441,.223,0,96.2,81.6,12
Edwin Ríos,8,40,20.0,1,0,0,0,0,0,0,0,0,0.0,1,100.0,2,2,0,0,1.000,1.000,0,0,.689,.689,0,94.5,0,0
Levi Jordan,7,40,17.5,3,3,3,1,0,1,0,0,0,0.0,0,0.0,1,5,.333,.161,.333,.161,.667,.302,.418,.196,0,94.9,90.8,-4
Sam Huff,7,21,33.3,1,1,0,0,0,0,0,0,1,100.0,0,0.0,2,6,.000,0,.000,0,.000,0,.000,.000,0,94.3,0,0
Nick Maton,7,28,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,95.7,0,0
J.P. Martínez,7,42,16.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,5,.000,.086,.000,.086,.000,.089,.000,.077,0,95.4,61.2,50
Taylor Trammell,7,37,18.9,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.040,.000,.040,.000,.050,.000,.039,0,96.2,79.6,50
Darren Baker,6,39,15.4,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,94.9,0,0
Vinny Capra,6,32,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.5,0,0
Eric Yang,6,7,85.7,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,94.5,0,0
Dustin Harris,6,23,26.1,2,2,2,1,0,1,0,0,0,0.0,0,0.0,0,2,.500,.606,.500,.606,1.000,.844,.627,.621,0,94.3,101.9,13
Tyler Gentry,5,20,25.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,95.3,0,0
Oswald Peraza,5,40,12.5,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,96.5,0,0
José Devers,4,18,22.2,2,2,1,0,0,0,0,0,1,50.0,0,0.0,0,2,.000,.112,.000,.112,.000,.122,.000,.101,0,93.7,98.2,-16
Rob Brantly,4,34,11.8,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0,2,1.000,.829,1.000,.829,1.000,1.112,.882,.862,0,93.8,105.1,10
Cooper Hummel,4,23,17.4,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,3,.000,0,.000,0,.000,0,.000,.000,0,94.4,0,0
Myles Straw,4,14,28.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.3,0,0
Scott McGough,4,4,100.0,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,1,.000,0,.000,0,.000,0,.000,.000,0,95.0,0,0
CJ Alexander,4,28,14.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.446,.000,.446,.000,1.200,.000,.676,1,93.9,98.0,26
Duke Ellis,3,23,13.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,95.8,0,0
Matthew Batten,3,11,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.6,0,0
Kevin Alcántara,2,26,7.7,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.303,.000,.303,.000,.427,.000,.316,0,95.1,100.9,18
Orelvis Martinez,2,11,18.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.1,0,0
Sandro Fabian,2,21,9.5,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.206,.000,.206,.000,.227,.000,.193,0,93.2,99.4,-13
Luis Castillo,1,3,33.3,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,0,.000,0,.000,0,.000,0,.000,.000,0,93.1,0,0
Chris Roller,1,6,16.7,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,96.7,0,0
Samad Taylor,1,14,7.1,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,93.0,0,0
Brian Anderson,1,15,6.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.831,.000,.831,.000,2.256,.000,1.281,1,93.0,105.9,21
