player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Will Benson,47,1656,2.8,12,12,6,1,0,0,0,1,6,50.0,0,0.0,7,29,.083,.106,.083,.106,.333,.290,.171,.163,1,98.9,90.1,18
Josh Smith,47,2327,2.0,14,12,8,2,2,0,0,0,4,28.6,1,7.1,9,26,.167,.155,.286,.276,.167,.196,.227,.231,0,99.3,89.4,30
Taylor Walls,47,1028,4.6,9,9,6,0,0,0,0,0,3,33.3,0,0.0,7,27,.000,.138,.000,.138,.000,.218,.000,.147,0,99.5,91.9,22
Connor Joe,47,1651,2.8,10,10,6,3,2,0,0,1,4,40.0,0,0.0,7,21,.300,.183,.300,.183,.600,.383,.381,.236,1,99.0,90.1,6
Manuel Margot,46,1308,3.5,12,10,10,2,2,0,0,0,1,8.3,1,8.3,5,29,.200,.221,.250,.269,.200,.261,.204,.235,0,98.8,83.5,24
Santiago Espinal,46,1505,3.1,8,8,5,2,2,0,0,0,3,37.5,0,0.0,5,25,.250,.268,.250,.268,.250,.350,.220,.268,0,99.1,89.0,18
David Hamilton,46,1190,3.9,10,8,4,2,1,1,0,0,4,40.0,2,20.0,4,23,.250,.136,.400,.309,.375,.237,.351,.266,0,99.0,83.8,35
J.T. Realmuto,46,1583,2.9,16,15,5,2,1,1,0,0,10,62.5,1,6.3,10,23,.133,.155,.188,.208,.200,.208,.177,.186,1,98.9,95.7,3
Luke Raley,46,1713,2.7,11,9,7,2,1,0,0,1,2,18.2,1,9.1,9,27,.222,.189,.364,.336,.556,.408,.395,.331,1,99.1,85.7,-2
Jared Triolo,45,1764,2.6,11,10,3,1,1,0,0,0,7,63.6,1,9.1,9,24,.100,.075,.182,.160,.100,.117,.143,.138,0,99.3,99.6,-3
Josh Bell,45,2238,2.0,15,12,8,3,1,1,0,1,4,26.7,1,6.7,6,21,.250,.221,.357,.332,.583,.529,.400,.365,3,99.0,87.7,9
Jacob Young,45,1955,2.3,10,10,6,2,1,1,0,0,4,40.0,0,0.0,6,23,.200,.163,.200,.163,.300,.213,.214,.160,0,98.9,96.4,-9
George Springer,45,2304,2.0,10,9,4,0,0,0,0,0,5,50.0,1,10.0,8,28,.000,.161,.100,.245,.000,.393,.069,.277,1,99.1,98.1,12
Bryan De La Cruz,44,2394,1.8,14,13,11,4,2,1,0,1,2,14.3,1,7.1,9,31,.308,.349,.357,.396,.615,.683,.411,.451,2,99.1,90.2,10
Yainer Diaz,44,2128,2.1,17,16,10,2,2,0,0,0,6,35.3,1,5.9,11,33,.125,.176,.176,.225,.125,.206,.144,.198,0,99.3,87.5,1
Orlando Arcia,44,2332,1.9,13,13,9,2,2,0,0,0,4,30.8,0,0.0,8,28,.154,.191,.154,.191,.154,.256,.136,.194,0,99.0,87.4,3
Xavier Edwards,44,1185,3.7,13,9,5,2,1,1,0,0,4,30.8,4,30.8,4,24,.222,.108,.462,.382,.333,.144,.376,.287,0,99.0,83.3,22
Jonny DeLuca,43,1345,3.2,12,11,5,0,0,0,0,0,6,50.0,1,8.3,5,23,.000,.039,.083,.119,.000,.084,.057,.104,0,99.2,84.9,44
Brandon Lowe,43,1624,2.6,11,10,7,2,2,0,0,0,3,27.3,1,9.1,8,24,.200,.206,.273,.278,.200,.273,.223,.250,0,99.3,92.4,10
Davis Schneider,43,1974,2.2,16,15,6,1,0,0,0,1,9,56.3,1,6.3,7,20,.067,.140,.125,.194,.267,.275,.171,.208,1,99.0,94.0,20
Jose Altuve,42,2454,1.7,16,14,7,2,2,0,0,0,7,43.8,2,12.5,4,20,.143,.146,.250,.253,.143,.212,.196,.221,0,98.9,83.3,4
Donovan Solano,42,1273,3.3,15,11,10,5,2,1,0,2,2,13.3,3,20.0,4,24,.455,.299,.533,.426,1.091,.638,.612,.436,2,99.3,91.8,18
Spencer Horwitz,42,1582,2.7,4,3,2,1,1,0,0,0,1,25.0,1,25.0,5,24,.333,.315,.500,.486,.333,.337,.393,.386,0,99.3,64.1,15
MJ Melendez,42,1845,2.3,12,12,7,3,3,0,0,0,5,41.7,0,0.0,7,27,.250,.326,.250,.326,.250,.422,.220,.322,0,99.2,97.8,21
Jose Miranda,42,1540,2.7,15,13,11,0,0,0,0,0,2,13.3,2,13.3,7,27,.000,.117,.133,.234,.000,.154,.092,.194,0,98.7,89.1,15
Luis Arraez,42,2416,1.7,12,12,12,4,3,1,0,0,0,0.0,0,0.0,0,20,.333,.307,.333,.307,.417,.360,.325,.289,0,99.0,86.2,6
Michael A. Taylor,41,1202,3.4,12,8,4,0,0,0,0,0,4,33.3,4,33.3,8,22,.000,.056,.333,.371,.000,.091,.230,.271,0,99.0,88.9,20
Pete Crow-Armstrong,41,1421,2.9,10,8,6,2,2,0,0,0,2,20.0,2,20.0,9,24,.250,.297,.400,.438,.250,.531,.314,.418,1,98.7,95.1,32
Tyler O'Neill,41,1984,2.1,12,11,4,2,1,0,0,1,7,58.3,1,8.3,12,26,.182,.057,.250,.135,.455,.097,.302,.117,0,98.6,88.0,6
Vinnie Pasquantino,40,2133,1.9,18,17,11,3,2,1,0,0,6,33.3,1,5.6,4,24,.176,.146,.222,.194,.235,.163,.206,.165,0,99.1,93.0,2
J.P. Crawford,40,1911,2.1,9,9,6,2,1,1,0,0,3,33.3,0,0.0,4,21,.222,.294,.222,.294,.333,.534,.237,.348,1,99.0,81.9,11
Max Schuemann,40,1835,2.2,14,12,11,2,0,1,0,1,1,7.1,2,14.3,4,18,.167,.203,.286,.317,.500,.490,.334,.347,1,99.3,93.6,10
LaMonte Wade Jr.,40,1639,2.4,6,5,3,1,1,0,0,0,2,33.3,1,16.7,4,19,.200,.129,.333,.274,.200,.146,.262,.212,0,99.4,73.0,3
Jose Iglesias,39,1075,3.6,9,7,7,5,4,1,0,0,0,0.0,2,22.2,1,21,.714,.421,.778,.550,.857,.493,.684,.471,0,99.5,84.3,12
Nolan Schanuel,39,2356,1.7,14,11,10,2,1,1,0,0,1,7.1,3,21.4,2,20,.182,.201,.357,.372,.273,.284,.300,.311,0,98.9,87.1,-2
Luis Robert Jr.,39,1609,2.4,13,13,8,4,3,1,0,0,5,38.5,0,0.0,11,25,.308,.225,.308,.225,.385,.458,.300,.287,1,99.3,95.9,7
Ben Rortvedt,39,1357,2.9,11,9,8,3,2,1,0,0,1,9.1,2,18.2,3,19,.333,.250,.455,.387,.444,.405,.400,.358,0,99.1,87.7,24
Ildemaro Vargas,39,1058,3.7,8,7,4,2,1,1,0,0,3,37.5,1,12.5,6,21,.286,.251,.375,.345,.429,.283,.353,.288,0,98.8,95.8,-1
Jorge Soler,39,2361,1.7,8,7,5,1,1,0,0,0,2,25.0,1,12.5,4,20,.143,.199,.250,.299,.143,.242,.196,.255,0,99.1,76.9,-29
Josh Naylor,39,2284,1.7,17,16,12,3,3,0,0,0,4,23.5,1,5.9,5,28,.188,.241,.235,.285,.188,.384,.196,.291,1,98.9,88.2,9
DJ Stewart,39,765,5.1,9,8,4,1,0,1,0,0,4,44.4,1,11.1,5,15,.125,.057,.222,.162,.250,.079,.216,.127,0,99.1,81.7,9
Tyrone Taylor,39,1323,2.9,9,7,5,1,1,0,0,0,2,22.2,2,22.2,4,16,.143,.071,.333,.277,.143,.088,.251,.208,0,99.4,76.3,15
Dylan Carlson,38,1110,3.4,11,10,4,1,1,0,0,0,6,54.5,0,0.0,8,17,.100,.122,.182,.202,.100,.212,.146,.195,0,99.0,99.8,22
Joey Gallo,38,1075,3.5,11,11,1,0,0,0,0,0,10,90.9,0,0.0,11,20,.000,.059,.000,.059,.000,.216,.000,.111,1,99.2,101.1,28
Seth Brown,38,1552,2.4,12,11,6,3,2,0,0,1,5,41.7,1,8.3,6,25,.273,.132,.333,.204,.545,.389,.375,.253,1,99.1,87.4,16
Jarred Kelenic,38,1758,2.2,15,15,8,4,2,1,0,1,7,46.7,0,0.0,13,26,.267,.281,.267,.281,.533,.636,.338,.382,3,98.9,91.1,30
Jeimer Candelario,38,1781,2.1,11,9,6,4,1,3,0,0,3,27.3,2,18.2,5,19,.444,.235,.545,.374,.778,.394,.548,.344,0,99.2,92.0,11
Jordan Westburg,38,1634,2.3,10,8,4,3,2,0,0,1,4,40.0,2,20.0,7,21,.375,.287,.500,.429,.750,.491,.519,.403,1,98.9,101.0,4
Brayan Rocchio,38,1669,2.3,7,7,4,2,1,1,0,0,3,42.9,0,0.0,6,23,.286,.162,.286,.162,.429,.287,.305,.190,0,99.4,91.9,14
Brenton Doyle,37,2158,1.7,11,7,4,1,1,0,0,0,4,36.4,3,27.3,6,16,.143,.064,.364,.320,.143,.070,.268,.237,0,99.2,84.2,22
Masataka Yoshida,37,1593,2.3,7,6,6,2,1,1,0,0,0,0.0,0,0.0,1,17,.333,.304,.429,.404,.500,.329,.408,.342,0,98.8,88.5,-6
Andrew Benintendi,37,1995,1.9,11,10,6,1,0,1,0,0,4,36.4,1,9.1,6,20,.100,.135,.182,.214,.200,.208,.177,.198,0,98.9,87.7,19
Charlie Blackmon,37,1920,1.9,5,3,2,1,0,0,0,1,1,20.0,2,40.0,3,21,.333,.182,.600,.509,1.333,.544,.686,.449,1,99.3,100.9,1
Vidal Bruján,37,1055,3.5,10,9,5,1,1,0,0,0,4,40.0,0,0.0,5,18,.111,.160,.200,.244,.111,.182,.160,.208,0,99.2,84.1,6
Edouard Julien,37,1235,3.0,8,7,5,3,3,0,0,0,2,25.0,1,12.5,3,17,.429,.332,.500,.415,.429,.442,.417,.380,0,99.1,82.8,13
Keibert Ruiz,37,1659,2.2,13,13,11,5,4,1,0,0,2,15.4,0,0.0,2,20,.385,.326,.385,.326,.462,.380,.368,.308,0,98.8,85.6,20
Kyle Tucker,36,1349,2.7,11,7,8,1,0,0,0,1,0,0.0,2,18.2,3,16,.143,.464,.300,.525,.571,.898,.343,.542,2,99.0,93.5,16
Alejandro Kirk,36,1495,2.4,9,7,7,1,1,0,0,0,1,11.1,0,0.0,1,16,.143,.193,.222,.329,.143,.429,.178,.409,2,99.0,84.5,32
Xander Bogaerts,36,1791,2.0,9,8,6,2,1,1,0,0,2,22.2,1,11.1,4,23,.250,.352,.333,.424,.375,.410,.314,.372,0,99.1,79.9,-5
Kevin Newman,36,1070,3.4,6,6,6,5,3,2,0,0,0,0.0,0,0.0,1,17,.833,.530,.833,.530,1.167,.606,.859,.496,0,98.8,89.9,7
Travis Jankowski,36,819,4.4,11,10,6,0,0,0,0,0,4,36.4,1,9.1,6,20,.000,.122,.091,.201,.000,.140,.063,.167,0,99.7,85.0,-11
Logan O'Hoppe,36,1983,1.8,15,15,8,4,4,0,0,0,7,46.7,0,0.0,9,24,.267,.221,.267,.221,.267,.279,.235,.218,0,98.6,90.5,16
Zach Neto,36,2289,1.6,12,11,9,2,1,1,0,0,2,16.7,1,8.3,4,21,.182,.335,.250,.390,.273,.713,.235,.458,1,98.7,98.0,25
Shea Langeliers,36,1993,1.8,16,14,9,2,2,0,0,0,5,31.3,2,12.5,6,19,.143,.231,.250,.327,.143,.313,.196,.292,0,99.3,92.1,21
Fernando Tatis Jr.,36,1551,2.3,13,11,9,6,5,0,0,1,2,15.4,2,15.4,6,21,.545,.521,.615,.595,.818,.780,.603,.582,1,99.4,97.7,3
Royce Lewis,35,1233,2.8,9,9,5,2,0,1,0,1,4,44.4,0,0.0,4,17,.222,.224,.222,.224,.667,.692,.367,.376,2,98.9,86.7,2
Gio Urshela,35,1693,2.1,13,13,10,6,4,2,0,0,3,23.1,0,0.0,4,20,.462,.230,.462,.230,.615,.296,.464,.225,0,98.8,86.4,-3
Otto Lopez,35,1545,2.3,10,8,6,4,4,0,0,0,2,20.0,2,20.0,4,17,.500,.310,.600,.448,.500,.373,.491,.377,0,99.5,88.4,11
Adam Duvall,35,1252,2.8,14,13,9,3,2,0,0,1,4,28.6,1,7.1,5,18,.231,.140,.286,.201,.462,.371,.322,.246,1,99.0,87.9,31
Danny Jansen,35,1376,2.5,4,2,1,1,0,1,0,0,1,25.0,2,50.0,3,11,.500,.345,.750,.673,1.000,.467,.658,.517,0,99.0,101.7,15
Nick Gonzales,34,1371,2.5,7,6,4,2,1,1,0,0,2,28.6,1,14.3,6,21,.333,.278,.429,.381,.500,.331,.404,.322,0,99.4,97.7,-3
Austin Wells,34,1638,2.1,9,8,6,0,0,0,0,0,2,22.2,1,11.1,4,20,.000,.188,.111,.278,.000,.523,.077,.337,1,98.7,77.4,30
Max Muncy,34,1208,2.8,8,6,2,0,0,0,0,0,4,50.0,2,25.0,9,17,.000,.002,.250,.251,.000,.002,.172,.174,0,99.0,87.4,78
Eddie Rosario,34,1187,2.9,6,5,4,2,2,0,0,0,2,33.3,0,0.0,4,16,.400,.313,.333,.318,.400,.361,.294,.320,0,99.2,91.7,4
Elias Díaz,34,1323,2.6,9,8,5,1,1,0,0,0,3,33.3,0,0.0,8,23,.125,.145,.222,.240,.125,.165,.178,.200,0,99.1,87.5,9
Zack Gelof,34,2055,1.7,11,11,7,3,2,1,0,0,4,36.4,0,0.0,6,17,.273,.209,.273,.209,.364,.504,.274,.298,2,98.8,89.0,30
David Peralta,34,1014,3.4,8,8,7,2,1,1,0,0,1,12.5,0,0.0,5,22,.250,.277,.250,.277,.375,.438,.267,.308,1,98.6,88.3,7
Sean Murphy,34,1065,3.2,6,5,3,1,1,0,0,0,2,33.3,1,16.7,1,18,.200,.359,.333,.466,.200,.743,.262,.501,1,99.2,107.0,4
Spencer Torkelson,34,1593,2.1,8,6,4,1,1,0,0,0,2,25.0,2,25.0,6,19,.167,.130,.375,.348,.167,.147,.282,.263,0,99.7,88.4,19
Victor Robles,34,1020,3.3,17,16,13,3,2,1,0,0,3,17.6,1,5.9,4,24,.188,.292,.235,.337,.250,.422,.218,.329,1,99.4,93.4,4
Justyn-Henry Malloy,34,992,3.4,10,10,9,3,3,0,0,0,1,10.0,0,0.0,6,20,.300,.362,.300,.362,.300,.589,.265,.403,1,98.9,89.4,35
Tommy Pham,33,1923,1.7,10,9,7,5,3,1,1,0,2,20.0,1,10.0,4,17,.556,.322,.600,.389,.889,.693,.618,.453,2,99.2,88.7,2
Matt Wallner,33,1030,3.2,10,10,4,1,0,0,0,1,6,60.0,0,0.0,9,20,.100,.169,.100,.169,.400,.527,.205,.283,1,99.0,94.1,5
Garrett Mitchell,33,891,3.7,6,6,4,2,2,0,0,0,2,33.3,0,0.0,4,21,.333,.371,.333,.371,.333,.489,.294,.368,0,98.8,98.1,23
Mitch Haniger,33,1758,1.9,9,9,5,1,1,0,0,0,4,44.4,0,0.0,7,20,.111,.216,.111,.216,.111,.238,.098,.197,0,99.0,89.9,9
Dominic Smith,33,1211,2.7,13,12,5,2,0,2,0,0,7,53.8,1,7.7,7,16,.167,.194,.231,.256,.333,.413,.246,.288,1,99.1,88.0,8
Jake Fraley,33,1331,2.5,4,4,3,1,1,0,0,0,1,25.0,0,0.0,4,17,.250,.267,.250,.267,.250,.295,.220,.245,0,99.0,88.8,2
Iván Herrera,32,1036,3.1,5,4,1,0,0,0,0,0,3,60.0,1,20.0,6,11,.000,.042,.200,.233,.000,.046,.138,.168,0,99.0,99.3,-16
David Fry,32,1515,2.1,15,13,10,4,2,2,0,0,3,20.0,2,13.3,5,24,.308,.288,.400,.383,.462,.400,.377,.350,1,98.9,82.5,32
Joey Bart,32,1127,2.8,8,8,6,2,1,1,0,0,2,25.0,0,0.0,4,15,.250,.228,.250,.228,.375,.294,.267,.229,0,98.9,93.5,-5
Victor Scott II,32,568,5.6,7,7,4,2,1,1,0,0,3,42.9,0,0.0,3,17,.286,.226,.286,.226,.429,.351,.305,.248,1,99.3,84.3,37
Ryan O'Hearn,32,1920,1.7,13,13,11,5,3,2,0,0,2,15.4,0,0.0,1,17,.385,.284,.385,.284,.538,.359,.396,.277,0,98.6,85.4,20
Austin Hays,32,845,3.8,9,7,7,3,3,0,0,0,1,11.1,1,11.1,3,15,.429,.214,.444,.321,.429,.253,.370,.316,0,99.0,97.7,15
Freddy Fermin,32,1434,2.2,11,10,6,5,4,1,0,0,4,36.4,1,9.1,3,19,.500,.251,.545,.319,.600,.277,.497,.275,0,99.1,91.1,4
Jake Cave,32,1345,2.4,7,6,4,1,1,0,0,0,3,42.9,0,0.0,5,18,.167,.154,.143,.133,.167,.279,.126,.154,0,99.3,97.0,23
Nolan Jones,32,1301,2.5,8,6,2,2,2,0,0,0,4,50.0,2,25.0,5,15,.333,.122,.500,.342,.333,.134,.393,.256,0,98.7,76.8,7
Amed Rosario,32,1210,2.6,10,9,6,3,3,0,0,0,3,30.0,0,0.0,5,17,.333,.272,.400,.344,.333,.308,.337,.298,0,99.2,87.8,-16
Michael Massey,32,1330,2.4,8,7,5,1,1,0,0,0,2,25.0,1,12.5,1,15,.143,.161,.250,.266,.143,.239,.196,.238,0,99.1,96.3,15
Ke'Bryan Hayes,31,1470,2.1,5,5,4,1,1,0,0,0,1,20.0,0,0.0,1,15,.200,.280,.200,.280,.200,.391,.176,.282,0,99.0,103.7,0
Dylan Moore,31,1804,1.7,6,4,2,1,1,0,0,0,2,33.3,2,33.3,3,9,.250,.314,.500,.543,.250,.386,.377,.432,0,98.7,101.5,2
Connor Wong,31,1865,1.7,11,10,5,1,1,0,0,0,5,45.5,1,9.1,6,18,.100,.076,.182,.160,.100,.113,.143,.135,0,99.2,82.0,-6
Mauricio Dubón,31,1450,2.1,11,10,7,0,0,0,0,0,3,27.3,1,9.1,9,19,.000,.173,.091,.248,.000,.199,.063,.207,0,99.4,87.7,-9
Thairo Estrada,31,1309,2.4,8,7,6,1,1,0,0,0,1,12.5,1,12.5,2,13,.143,.177,.250,.280,.143,.298,.196,.261,0,98.8,93.0,4
Abraham Toro,31,1394,2.2,7,7,6,0,0,0,0,0,1,14.3,0,0.0,2,19,.000,.187,.000,.187,.000,.353,.000,.227,1,99.6,82.4,28
Cedric Mullins,31,1938,1.6,10,10,8,3,1,2,0,0,2,20.0,0,0.0,5,19,.300,.148,.300,.148,.500,.177,.339,.141,0,99.5,74.6,33
Gavin Sheets,31,2087,1.5,7,6,6,1,0,1,0,0,0,0.0,1,14.3,2,20,.167,.171,.286,.289,.333,.196,.278,.237,0,99.1,83.2,25
Tyler Freeman,31,1381,2.2,6,6,3,0,0,0,0,0,3,50.0,0,0.0,4,18,.000,.067,.000,.067,.000,.074,.000,.061,0,99.0,86.5,-15
Christian Vázquez,30,1141,2.6,11,11,9,6,6,0,0,0,2,18.2,0,0.0,2,19,.545,.384,.545,.384,.545,.429,.481,.358,0,98.8,83.7,16
Jonah Bride,30,1157,2.6,12,12,8,3,3,0,0,0,4,33.3,0,0.0,3,13,.250,.167,.250,.167,.250,.239,.220,.175,0,98.8,91.6,12
Miguel Vargas,30,1009,3.0,9,9,3,1,1,0,0,0,6,66.7,0,0.0,6,15,.111,.160,.111,.160,.111,.192,.098,.152,0,99.1,86.3,8
Kyle Isbel,30,1582,1.9,10,10,6,3,3,0,0,0,4,40.0,0,0.0,2,13,.300,.224,.300,.224,.300,.252,.265,.210,0,99.3,95.6,10
Blaze Alexander,30,714,4.2,6,5,3,2,2,0,0,0,2,33.3,1,16.7,6,16,.400,.201,.500,.334,.400,.228,.409,.272,0,98.5,88.0,14
Gabriel Moreno,30,1532,2.0,4,3,2,1,1,0,0,0,1,25.0,1,25.0,3,16,.333,.227,.500,.420,.333,.299,.393,.339,0,98.8,94.0,13
Parker Meadows,29,1214,2.4,8,8,8,1,0,0,0,1,0,0.0,0,0.0,2,14,.125,.140,.125,.140,.500,.279,.256,.178,1,99.8,87.2,11
Kyle Stowers,29,819,3.5,4,3,0,0,0,0,0,0,3,75.0,1,25.0,8,17,.000,0,.250,.250,.000,0,.172,.172,0,99.3,0,0
Anthony Rizzo,29,1432,2.0,8,5,5,2,2,0,0,0,0,0.0,3,37.5,0,13,.400,.312,.625,.570,.400,.377,.479,.445,0,98.8,84.7,26
Oswaldo Cabrera,28,1267,2.2,8,7,4,2,1,0,0,1,3,37.5,1,12.5,7,17,.286,.189,.375,.290,.714,.312,.453,.274,1,99.3,84.5,-4
Korey Lee,28,1429,2.0,6,6,3,0,0,0,0,0,3,50.0,0,0.0,6,16,.000,.117,.000,.117,.000,.138,.000,.112,0,98.8,96.3,35
Nicky Lopez,28,1628,1.7,4,4,2,1,1,0,0,0,2,50.0,0,0.0,4,14,.250,.195,.250,.195,.250,.220,.220,.186,0,98.7,81.9,-1
Joey Meneses,28,1142,2.5,5,3,4,0,0,0,0,0,0,0.0,1,20.0,1,10,.000,.053,.200,.240,.000,.063,.138,.183,0,99.4,83.9,-4
Connor Norby,28,759,3.7,7,7,2,1,1,0,0,0,5,71.4,0,0.0,7,18,.143,.188,.143,.188,.143,.211,.126,.175,0,99.0,102.2,7
Starling Marte,28,1417,2.0,12,12,9,2,2,0,0,0,3,25.0,0,0.0,5,16,.167,.233,.167,.233,.167,.347,.147,.248,1,98.7,90.8,-6
Trevor Larnach,28,1576,1.8,13,13,8,4,2,1,0,1,5,38.5,0,0.0,6,18,.308,.307,.308,.307,.615,.608,.390,.385,1,99.4,93.6,4
Angel Martínez,28,677,4.1,6,6,4,0,0,0,0,0,2,33.3,0,0.0,5,14,.000,.187,.000,.187,.000,.228,.000,.184,0,99.1,97.3,26
Miguel Rojas,27,1211,2.2,11,10,9,2,2,0,0,0,1,9.1,1,9.1,2,18,.200,.190,.273,.263,.200,.251,.223,.235,0,98.9,93.0,-3
Carson Kelly,27,1173,2.3,9,7,8,2,1,1,0,0,0,0.0,1,11.1,3,20,.286,.291,.333,.378,.429,.512,.314,.390,0,99.4,92.0,28
Miguel Andujar,27,1176,2.3,6,6,6,2,1,1,0,0,0,0.0,0,0.0,2,18,.333,.453,.333,.453,.500,.768,.356,.516,1,99.2,95.9,14
Mickey Moniak,27,1534,1.8,10,10,8,1,1,0,0,0,2,20.0,0,0.0,6,23,.100,.120,.100,.120,.100,.179,.088,.128,0,99.0,83.8,43
Richie Palacios,27,1281,2.1,11,10,8,4,4,0,0,0,2,18.2,1,9.1,3,17,.400,.225,.455,.295,.400,.312,.383,.274,0,99.2,96.6,10
Matt Carpenter,27,669,4.0,7,6,3,1,0,0,0,1,3,42.9,1,14.3,3,13,.167,.290,.286,.391,.667,.806,.391,.484,1,99.0,91.7,2
Bo Bichette,27,1186,2.3,9,7,5,3,3,0,0,0,2,22.2,1,11.1,2,14,.429,.265,.556,.428,.429,.306,.450,.350,0,99.0,93.6,-8
Trent Grisham,26,854,3.0,5,4,3,0,0,0,0,0,1,20.0,1,20.0,1,8,.000,.088,.200,.270,.000,.096,.138,.203,0,99.2,73.9,46
Mitch Garver,26,1815,1.4,11,10,3,1,0,1,0,0,7,63.6,1,9.1,5,14,.100,.185,.182,.259,.200,.407,.177,.288,1,98.6,105.3,13
Adam Frazier,26,1211,2.1,7,5,4,2,2,0,0,0,1,14.3,2,28.6,1,11,.400,.260,.571,.472,.400,.308,.449,.375,0,99.3,86.3,15
Alex Kirilloff,25,677,3.7,5,4,2,0,0,0,0,0,2,40.0,1,20.0,5,14,.000,.097,.200,.278,.000,.144,.138,.217,0,98.9,83.5,3
Tim Anderson,25,945,2.6,4,4,2,0,0,0,0,0,2,50.0,0,0.0,3,11,.000,.170,.000,.170,.000,.186,.000,.157,0,98.7,95.0,-7
Ramón Laureano,25,1180,2.1,6,6,3,2,1,1,0,0,3,50.0,0,0.0,1,11,.333,.283,.333,.283,.500,.350,.356,.275,0,99.3,91.4,35
Michael Siani,25,1289,1.9,3,3,1,1,0,1,0,0,2,66.7,0,0.0,3,14,.333,.148,.333,.148,.667,.173,.418,.143,0,98.7,101.0,1
Triston Casas,25,991,2.5,7,7,5,2,2,0,0,0,2,28.6,0,0.0,5,14,.286,.155,.286,.155,.286,.275,.252,.178,0,98.9,97.7,3
Isiah Kiner-Falefa,25,1710,1.5,6,6,6,3,3,0,0,0,0,0.0,0,0.0,0,15,.500,.186,.500,.186,.500,.232,.441,.180,0,99.1,87.6,16
Luis Torrens,25,510,4.9,6,5,2,1,0,0,0,1,3,50.0,1,16.7,4,10,.200,.111,.333,.259,.800,.339,.456,.268,1,98.9,89.9,-3
Luis Campusano,24,1025,2.3,8,7,4,2,1,1,0,0,3,37.5,1,12.5,2,13,.286,.131,.375,.239,.429,.144,.353,.190,0,99.1,90.5,-16
Chas McCormick,24,1010,2.4,6,5,4,2,2,0,0,0,1,16.7,1,16.7,2,14,.400,.237,.500,.364,.400,.341,.409,.321,0,98.7,80.8,2
Christian Yelich,24,1268,1.9,8,8,4,0,0,0,0,0,4,50.0,0,0.0,4,15,.000,.105,.000,.105,.000,.114,.000,.096,0,98.5,87.0,-9
Willie Calhoun,24,958,2.5,9,9,8,2,2,0,0,0,1,11.1,0,0.0,2,12,.222,.242,.222,.242,.222,.316,.196,.244,0,99.0,90.3,13
Brett Baty,24,676,3.6,8,8,7,2,2,0,0,0,1,12.5,0,0.0,4,15,.250,.296,.250,.296,.250,.379,.220,.290,0,99.5,86.5,9
Brandon Drury,24,1397,1.7,5,3,1,1,1,0,0,0,2,40.0,2,40.0,5,11,.333,.233,.600,.540,.333,.267,.452,.408,0,99.2,97.2,10
Robbie Grossman,24,1031,2.3,6,5,5,0,0,0,0,0,0,0.0,1,16.7,3,13,.000,.146,.167,.288,.000,.162,.115,.227,0,99.0,79.9,19
Nick Martini,24,625,3.8,7,7,5,1,1,0,0,0,2,28.6,0,0.0,2,15,.143,.215,.143,.215,.143,.253,.126,.202,0,98.7,85.0,26
Austin Barnes,23,593,3.9,5,5,4,1,1,0,0,0,1,20.0,0,0.0,2,12,.200,.096,.200,.096,.200,.110,.176,.088,0,99.0,80.1,3
Kody Clemens,23,468,4.9,8,8,4,2,0,1,0,1,4,50.0,0,0.0,4,10,.250,.174,.250,.174,.750,.485,.413,.271,1,98.6,97.5,3
Jack Suwinski,23,1114,2.1,6,5,3,0,0,0,0,0,2,33.3,1,16.7,3,11,.000,.168,.167,.307,.000,.190,.115,.246,0,98.9,92.2,14
Whit Merrifield,23,1330,1.7,8,7,7,1,1,0,0,0,0,0.0,1,12.5,0,7,.143,.203,.250,.302,.143,.231,.196,.253,0,98.5,77.6,1
Junior Caminero,23,629,3.7,2,2,2,1,0,0,0,1,0,0.0,0,0.0,4,9,.500,.496,.500,.496,2.000,1.927,1.025,.980,1,99.3,80.0,41
Tommy Edman,23,567,4.1,7,5,2,1,1,0,0,0,3,42.9,2,28.6,4,10,.200,.140,.429,.386,.200,.157,.323,.290,0,99.9,100.5,-12
Paul DeJong,23,1851,1.2,7,7,5,2,0,1,0,1,2,28.6,0,0.0,5,16,.286,.273,.286,.273,.857,.865,.472,.466,2,99.0,79.4,25
Andy Ibáñez,23,917,2.5,4,4,4,1,1,0,0,0,0,0.0,0,0.0,1,13,.250,.260,.250,.260,.250,.299,.220,.247,0,98.7,87.5,29
Ernie Clement,23,1449,1.6,12,11,11,2,2,0,0,0,0,0.0,1,8.3,0,16,.182,.201,.250,.268,.182,.341,.204,.266,1,99.4,88.0,25
Stuart Fairchild,23,853,2.7,9,7,6,1,0,0,0,1,1,11.1,2,22.2,2,8,.143,.256,.333,.422,.571,.760,.381,.474,1,99.1,97.4,35
Will Brennan,23,1230,1.9,6,6,5,2,2,0,0,0,1,16.7,0,0.0,1,14,.333,.317,.333,.317,.333,.338,.294,.288,0,98.5,81.9,1
Nick Gordon,23,1008,2.3,6,6,2,2,1,1,0,0,4,66.7,0,0.0,6,12,.333,.144,.333,.144,.500,.268,.356,.173,0,98.7,94.6,22
Eloy Jiménez,23,1201,1.9,3,3,3,0,0,0,0,0,0,0.0,0,0.0,0,15,.000,.218,.000,.218,.000,.225,.000,.198,0,99.2,90.1,-32
