player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Aaron Judge,87,2885,3.0,25,21,13,7,5,1,0,1,8,32.0,4,16.0,13,44,.333,.207,.440,.334,.524,.370,.419,.316,2,99.3,97.7,13
Adley Rutschman,86,2593,3.3,21,19,13,3,2,1,0,0,6,28.6,2,9.5,11,43,.158,.251,.238,.322,.211,.382,.209,.311,1,99.1,87.9,29
Michael Busch,86,2365,3.6,20,12,7,2,0,0,0,2,5,25.0,8,40.0,6,36,.167,.184,.500,.511,.667,.548,.481,.456,2,99.0,92.9,0
Matt Chapman,85,2706,3.1,24,19,9,3,3,0,0,0,10,41.7,4,16.7,14,41,.158,.116,.333,.300,.158,.137,.255,.233,0,99.0,91.7,18
Marcell Ozuna,85,2875,3.0,23,19,13,9,5,2,0,2,7,30.4,3,13.0,10,38,.474,.306,.522,.420,.895,.714,.569,.478,4,99.2,95.4,12
Oneil Cruz,84,2381,3.5,22,19,12,5,4,1,0,0,7,31.8,3,13.6,11,43,.263,.241,.364,.345,.316,.310,.311,.300,1,99.2,101.6,5
Cody Bellinger,84,2083,4.0,26,24,20,5,3,0,0,2,4,15.4,2,7.7,9,48,.208,.221,.269,.281,.458,.426,.312,.306,2,99.2,86.9,26
Nolan Gorman,82,1596,5.1,26,24,8,2,2,0,0,0,16,61.5,2,7.7,18,41,.083,.111,.154,.179,.083,.191,.121,.173,1,98.9,94.3,15
Brendan Donovan,82,2487,3.3,22,19,13,2,1,1,0,0,6,27.3,3,13.6,5,43,.105,.163,.227,.277,.158,.298,.191,.261,0,99.2,89.9,13
Elly De La Cruz,80,2751,2.9,26,22,11,6,6,0,0,0,11,42.3,4,15.4,12,37,.273,.255,.385,.370,.273,.451,.309,.360,1,99.3,101.8,8
Gleyber Torres,80,2821,2.8,21,18,10,2,1,1,0,0,8,38.1,3,14.3,17,45,.111,.170,.238,.289,.167,.314,.200,.274,1,99.1,95.0,9
Ryan McMahon,79,2723,2.9,23,23,15,8,8,0,0,0,8,34.8,0,0.0,10,50,.348,.283,.348,.283,.348,.344,.307,.273,0,98.8,96.3,6
Gavin Lux,79,1939,4.1,20,17,6,2,1,1,0,0,11,55.0,3,15.0,10,32,.118,.158,.250,.285,.176,.211,.210,.239,0,99.0,92.2,11
Manny Machado,79,2387,3.3,13,10,5,3,2,1,0,0,5,38.5,3,23.1,10,37,.300,.233,.462,.425,.400,.439,.391,.387,1,99.2,95.8,-8
Andy Pages,78,1719,4.5,21,19,9,5,3,1,1,0,10,47.6,1,4.8,13,39,.263,.172,.333,.251,.421,.237,.329,.225,1,99.4,90.3,15
Yandy Díaz,77,2460,3.1,23,18,14,3,2,0,0,1,4,17.4,4,17.4,6,36,.167,.135,.348,.323,.333,.213,.317,.268,0,99.4,85.0,-22
Willi Castro,76,2509,3.0,24,20,11,2,1,1,0,0,9,37.5,2,8.3,11,42,.100,.214,.250,.345,.150,.402,.206,.334,2,99.1,92.4,20
Eugenio Suárez,75,2542,3.0,18,15,13,2,2,0,0,0,3,16.7,2,11.1,4,34,.133,.236,.222,.326,.133,.414,.175,.321,2,98.9,89.9,22
Gunnar Henderson,74,2896,2.6,23,18,11,5,4,0,0,1,7,30.4,5,21.7,10,35,.278,.328,.435,.474,.444,.545,.392,.442,1,98.8,99.4,1
Alex Verdugo,74,2342,3.2,16,13,11,0,0,0,0,0,2,12.5,3,18.8,4,31,.000,.072,.188,.246,.000,.094,.129,.188,0,99.2,75.8,1
Justin Turner,73,2320,3.1,19,18,11,2,2,0,0,0,7,36.8,1,5.3,8,41,.111,.134,.158,.180,.111,.198,.129,.172,0,99.1,87.2,1
Randy Arozarena,73,2774,2.6,19,13,5,1,1,0,0,0,9,47.4,4,21.1,13,33,.077,.126,.316,.370,.077,.143,.229,.302,1,99.3,90.8,18
Spencer Steer,72,2621,2.7,12,10,8,1,0,1,0,0,3,25.0,1,8.3,6,29,.100,.151,.167,.220,.200,.247,.162,.215,1,99.1,84.9,39
Austin Riley,72,1822,4.0,18,17,11,1,0,1,0,0,6,33.3,1,5.6,10,33,.059,.169,.111,.215,.118,.322,.108,.231,3,99.1,93.4,10
Nico Hoerner,72,2314,3.1,19,17,15,5,3,2,0,0,2,10.5,2,10.5,3,35,.294,.214,.368,.297,.412,.251,.344,.253,0,99.0,92.0,3
Wenceel Pérez,71,1754,4.0,17,16,8,4,2,1,0,1,8,47.1,1,5.9,9,33,.250,.166,.294,.215,.500,.291,.339,.223,1,98.8,85.3,8
Alec Burleson,71,2117,3.4,20,19,16,4,4,0,0,0,3,15.0,1,5.0,9,51,.211,.216,.250,.256,.211,.342,.211,.258,1,98.8,90.4,23
Marcus Semien,70,2626,2.7,24,23,17,2,2,0,0,0,6,25.0,1,4.2,11,47,.087,.174,.125,.208,.087,.201,.102,.185,0,99.2,86.1,5
Wyatt Langford,70,2256,3.1,18,15,8,3,2,0,1,0,7,38.9,3,16.7,10,34,.200,.193,.333,.328,.333,.225,.301,.268,0,99.4,86.2,0
Corbin Carroll,70,2648,2.6,20,18,16,7,4,1,0,2,2,10.0,2,10.0,6,29,.389,.310,.450,.379,.778,.543,.513,.393,1,98.7,88.2,10
Carlos Santana,70,2423,2.9,22,19,17,4,3,1,0,0,2,9.1,3,13.6,9,43,.211,.223,.318,.329,.263,.368,.271,.312,1,99.1,83.2,-5
José Ramírez,70,2735,2.6,20,20,16,5,1,3,0,1,4,20.0,0,0.0,4,37,.250,.199,.250,.199,.550,.461,.335,.273,2,99.3,88.9,30
Matt Vierling,70,2312,3.0,15,12,6,1,1,0,0,0,6,40.0,3,20.0,4,32,.083,.177,.267,.342,.083,.268,.197,.291,1,99.2,94.0,-6
Kyle Schwarber,69,2852,2.4,18,13,7,3,3,0,0,0,7,38.9,4,22.2,10,28,.231,.264,.389,.420,.231,.358,.300,.361,0,98.9,97.4,5
Mike Tauchman,68,1537,4.4,17,16,9,4,2,1,0,1,7,41.2,1,5.9,14,42,.250,.239,.294,.284,.500,.318,.339,.266,1,99.2,94.8,3
Rhys Hoskins,68,2243,3.0,15,15,6,3,2,0,0,1,9,60.0,0,0.0,13,32,.200,.123,.200,.123,.400,.222,.254,.143,1,99.2,96.4,28
Jonah Heim,68,1781,3.8,18,17,13,4,2,1,1,0,4,22.2,1,5.6,11,44,.235,.192,.278,.240,.412,.360,.294,.261,2,99.0,88.3,2
Mookie Betts,68,2047,3.3,16,14,13,4,3,0,0,1,1,6.3,2,12.5,1,32,.286,.183,.375,.285,.500,.284,.380,.260,0,99.3,91.5,23
Josh Rojas,67,1901,3.5,17,17,9,0,0,0,0,0,8,47.1,0,0.0,15,40,.000,.124,.000,.124,.000,.175,.000,.127,0,99.7,91.2,17
Bobby Witt Jr.,67,2600,2.6,16,13,5,3,2,0,1,0,8,50.0,2,12.5,14,37,.231,.142,.375,.303,.385,.273,.341,.274,2,99.4,98.8,17
Jurickson Profar,67,2739,2.4,12,11,9,2,2,0,0,0,2,16.7,1,8.3,5,31,.182,.202,.250,.268,.182,.224,.204,.228,0,98.9,90.7,-2
Andrew McCutchen,67,2163,3.1,16,13,9,3,1,1,0,1,4,25.0,3,18.8,9,29,.231,.181,.375,.334,.538,.334,.391,.306,1,99.0,90.3,9
Jake Bauers,66,1512,4.4,13,13,5,5,3,0,1,1,8,61.5,0,0.0,14,37,.385,.212,.385,.212,.769,.409,.483,.259,1,99.6,97.9,3
Adolis García,66,2534,2.6,16,16,9,0,0,0,0,0,7,43.8,0,0.0,19,41,.000,.114,.000,.114,.000,.195,.000,.128,1,99.4,93.7,22
Sal Frelick,66,2046,3.2,18,16,13,2,1,1,0,0,3,16.7,1,5.6,6,37,.125,.121,.222,.218,.188,.168,.197,.187,0,99.2,73.8,16
Isaac Paredes,66,2853,2.3,17,13,13,3,3,0,0,0,1,5.9,3,17.6,2,35,.231,.248,.353,.366,.231,.310,.277,.310,0,99.1,85.1,20
Heliot Ramos,66,2011,3.3,14,12,5,4,3,0,0,1,7,50.0,2,14.3,19,36,.333,.247,.429,.355,.583,.672,.434,.424,2,99.3,100.1,10
Harrison Bader,65,1647,3.9,14,14,9,1,0,1,0,0,5,35.7,0,0.0,6,31,.071,.118,.071,.118,.143,.146,.090,.114,0,98.9,89.7,21
Jake Cronenworth,65,2752,2.4,15,12,9,1,1,0,0,0,3,20.0,2,13.3,9,32,.083,.169,.267,.335,.083,.192,.199,.264,0,99.4,83.1,-1
Lourdes Gurriel Jr.,65,2083,3.1,22,21,11,2,2,0,0,0,10,45.5,1,4.5,10,37,.095,.135,.136,.174,.095,.171,.111,.158,0,99.0,95.5,-1
Jarren Duran,64,2844,2.3,17,15,11,7,4,1,0,2,4,23.5,2,11.8,7,29,.467,.382,.529,.455,.933,.620,.603,.458,1,98.6,96.1,-5
Ketel Marte,64,2146,3.0,17,13,9,3,3,0,0,0,5,29.4,3,17.6,8,34,.231,.209,.353,.357,.231,.251,.277,.307,0,99.4,95.4,3
Christopher Morel,63,2352,2.7,14,13,10,3,3,0,0,0,3,21.4,1,7.1,6,32,.231,.369,.286,.414,.231,.649,.238,.453,1,98.8,92.8,18
Dansby Swanson,63,2355,2.7,19,17,13,4,3,0,0,1,4,21.1,2,10.5,9,35,.235,.267,.316,.344,.412,.464,.320,.351,1,99.0,92.2,10
Jesús Sánchez,62,1991,3.1,21,21,15,7,5,2,0,0,6,28.6,0,0.0,8,41,.333,.302,.333,.302,.429,.557,.329,.365,2,99.0,94.4,11
Jorge Polanco,62,1946,3.2,16,13,8,2,1,1,0,0,5,31.3,3,18.8,8,30,.154,.368,.313,.487,.231,.457,.263,.419,0,99.1,90.6,22
Anthony Santander,62,2738,2.3,15,14,10,1,0,0,0,1,4,26.7,0,0.0,8,34,.071,.155,.133,.215,.286,.370,.185,.250,1,98.7,91.6,45
Leody Taveras,62,2008,3.1,19,19,14,4,4,0,0,0,5,26.3,0,0.0,8,35,.211,.221,.211,.221,.211,.272,.186,.215,0,99.4,91.7,13
Brent Rooker,62,2378,2.6,18,17,7,3,1,1,0,1,10,55.6,1,5.6,15,34,.176,.151,.222,.198,.412,.412,.271,.259,2,99.5,96.6,19
Brandon Marsh,62,2007,3.1,14,13,8,4,1,2,0,1,6,42.9,0,0.0,9,31,.308,.318,.286,.319,.692,.942,.389,.522,3,99.3,102.5,10
Joc Pederson,62,1810,3.4,10,10,7,3,1,1,0,1,3,30.0,0,0.0,9,27,.300,.261,.300,.261,.700,.523,.419,.331,1,99.2,96.7,2
Brice Turang,61,2470,2.5,12,9,5,2,2,0,0,0,5,41.7,2,16.7,9,32,.222,.190,.333,.341,.222,.222,.262,.278,0,98.8,94.1,12
Mike Yastrzemski,61,1955,3.1,17,17,12,4,3,0,0,1,5,29.4,0,0.0,4,26,.235,.240,.235,.240,.412,.461,.276,.295,1,99.2,92.4,14
Bo Naylor,61,1624,3.8,13,12,8,2,2,0,0,0,5,38.5,0,0.0,11,36,.167,.211,.154,.195,.167,.239,.136,.183,0,99.1,94.8,21
Byron Buxton,61,1458,4.2,14,9,6,2,1,0,0,1,3,21.4,5,35.7,8,34,.222,.308,.500,.555,.556,.662,.455,.506,1,99.2,89.1,14
Josh Lowe,61,1672,3.6,14,12,10,4,4,0,0,0,2,14.3,2,14.3,6,36,.333,.307,.429,.406,.333,.439,.350,.372,1,98.8,91.1,8
Juan Soto,61,2960,2.1,22,19,11,3,1,2,0,0,8,36.4,3,13.6,11,34,.158,.198,.273,.307,.263,.281,.248,.270,2,99.3,89.3,4
Ty France,60,2028,3.0,16,12,10,2,1,1,0,0,2,12.5,3,18.8,7,37,.167,.217,.375,.413,.250,.399,.308,.368,1,99.3,87.1,27
Jason Heyward,60,1024,5.9,23,21,18,5,2,1,0,2,4,17.4,1,4.3,8,36,.238,.251,.261,.280,.571,.534,.339,.339,2,98.9,92.1,15
Jake Burger,60,2081,2.9,17,14,9,4,1,1,0,2,5,29.4,3,17.6,10,30,.286,.243,.412,.376,.786,.746,.488,.451,3,98.9,95.5,30
Rowdy Tellez,60,1666,3.6,17,16,10,6,4,2,0,0,7,41.2,0,0.0,7,26,.375,.267,.353,.257,.500,.492,.355,.309,1,99.0,100.5,16
Blake Perkins,60,1734,3.5,16,16,8,2,2,0,0,0,8,50.0,0,0.0,11,37,.125,.142,.125,.142,.125,.182,.110,.140,0,99.2,87.0,10
José Caballero,60,1894,3.2,15,13,9,4,3,1,0,0,4,26.7,1,6.7,6,30,.308,.265,.400,.363,.385,.383,.354,.335,1,99.3,84.6,25
Colton Cowser,59,2311,2.6,18,15,7,1,1,0,0,0,8,44.4,3,16.7,10,27,.067,.097,.222,.247,.067,.149,.164,.201,0,99.3,91.2,-1
Geraldo Perdomo,59,1580,3.7,16,12,8,2,2,0,0,0,4,25.0,4,25.0,4,27,.167,.215,.375,.411,.167,.260,.282,.328,0,99.0,95.0,8
Julio Rodríguez,59,2385,2.5,16,15,7,4,2,0,0,2,8,50.0,1,6.3,17,38,.267,.274,.313,.319,.667,.628,.409,.398,2,99.4,103.9,6
Carlos Correa,59,1375,4.3,17,15,9,4,2,2,0,0,6,35.3,2,11.8,5,33,.267,.267,.353,.353,.400,.385,.332,.326,1,99.2,90.4,12
Jake McCarthy,59,1786,3.3,14,13,12,5,4,1,0,0,1,7.1,0,0.0,3,30,.385,.322,.429,.374,.462,.370,.393,.334,0,98.7,80.7,6
Ezequiel Tovar,59,2528,2.3,19,19,11,3,2,1,0,0,8,42.1,0,0.0,16,42,.158,.188,.158,.188,.211,.229,.159,.181,0,99.1,88.8,11
Trea Turner,59,2043,2.9,28,26,23,6,3,2,0,1,3,10.7,1,3.6,7,38,.231,.307,.286,.357,.423,.517,.308,.376,2,98.7,90.4,14
Taylor Ward,58,2599,2.2,13,11,6,2,1,1,0,0,5,38.5,2,15.4,5,25,.182,.144,.308,.276,.273,.215,.270,.233,0,98.6,90.5,2
Cal Raleigh,58,2514,2.3,21,18,13,1,1,0,0,0,6,28.6,2,9.5,10,36,.056,.162,.143,.244,.056,.306,.108,.253,1,99.1,95.6,22
Nathaniel Lowe,58,2356,2.5,15,13,7,2,2,0,0,0,6,40.0,2,13.3,10,35,.154,.109,.267,.228,.154,.124,.209,.180,0,99.5,91.6,-19
JJ Bleday,58,2483,2.3,15,15,11,0,0,0,0,0,4,26.7,0,0.0,6,31,.000,.123,.000,.123,.000,.182,.000,.131,0,99.2,83.2,31
Ha-Seong Kim,58,1982,2.9,13,10,9,3,2,1,0,0,2,15.4,2,15.4,4,29,.300,.312,.385,.437,.400,.361,.338,.405,1,99.2,94.4,-10
Bryson Stott,58,2307,2.5,14,10,10,2,2,0,0,0,3,21.4,1,7.1,6,28,.200,.191,.214,.222,.200,.305,.175,.217,0,99.3,87.6,14
Tyler Stephenson,58,1947,3.0,14,12,5,2,2,0,0,0,8,57.1,1,7.1,6,20,.167,.157,.214,.212,.167,.175,.175,.183,0,99.4,92.7,-6
Rafael Devers,57,2375,2.4,12,10,4,2,1,0,0,1,6,50.0,2,16.7,10,26,.200,.135,.333,.279,.500,.307,.359,.266,1,98.6,89.8,15
Jonathan India,57,2652,2.1,13,11,7,3,3,0,0,0,4,30.8,2,15.4,7,26,.273,.337,.385,.439,.273,.412,.309,.382,0,99.2,90.3,14
Wilyer Abreu,57,1806,3.2,14,12,4,2,1,1,0,0,8,57.1,2,14.3,17,28,.167,.115,.286,.242,.250,.213,.251,.217,1,99.5,90.1,39
TJ Friedl,56,1286,4.4,19,15,10,1,1,0,0,0,5,26.3,2,10.5,5,27,.067,.208,.263,.375,.067,.293,.195,.317,0,99.2,87.2,32
Joey Ortiz,56,2124,2.6,8,5,3,1,1,0,0,0,2,25.0,3,37.5,3,21,.200,.205,.500,.503,.200,.228,.369,.376,0,99.1,93.6,3
Christian Walker,56,2315,2.4,12,9,6,2,1,0,0,1,4,33.3,2,16.7,6,30,.222,.243,.333,.373,.556,.588,.359,.412,2,98.9,100.1,19
Alec Bohm,56,2122,2.6,16,14,9,4,3,1,0,0,5,31.3,1,6.3,6,28,.286,.209,.375,.308,.357,.308,.332,.281,0,99.1,97.9,7
Jackson Merrill,55,2214,2.5,14,14,8,2,2,0,0,0,6,42.9,0,0.0,12,41,.143,.205,.143,.205,.143,.238,.126,.195,0,98.7,91.5,-5
Anthony Volpe,55,2797,2.0,17,16,9,4,2,1,1,0,7,41.2,1,5.9,8,30,.250,.161,.294,.210,.438,.265,.312,.210,0,98.8,92.1,13
Riley Greene,55,2415,2.3,14,13,9,1,1,0,0,0,4,28.6,1,7.1,7,30,.077,.349,.143,.395,.077,.685,.112,.456,2,99.0,95.3,13
Yordan Alvarez,55,2264,2.4,17,16,11,4,2,2,0,0,5,29.4,1,5.9,7,30,.250,.270,.294,.313,.375,.487,.292,.341,2,99.0,91.8,3
Andrés Giménez,55,2400,2.3,15,13,11,3,3,0,0,0,2,13.3,2,13.3,8,36,.231,.347,.333,.434,.231,.524,.268,.414,1,99.2,89.4,17
Michael Harris II,54,1685,3.2,16,15,9,3,3,0,0,0,6,37.5,1,6.3,10,36,.200,.239,.250,.286,.200,.328,.208,.272,1,99.6,97.6,-6
Max Kepler,54,1498,3.6,15,13,12,4,3,1,0,0,1,6.7,1,6.7,5,28,.308,.220,.400,.324,.385,.356,.354,.307,1,99.0,85.5,20
Ceddanne Rafaela,54,2070,2.6,15,15,7,1,1,0,0,0,8,53.3,0,0.0,16,38,.067,.098,.067,.098,.067,.114,.059,.090,0,98.7,93.2,5
Daulton Varsho,53,2048,2.6,13,9,5,0,0,0,0,0,4,30.8,3,23.1,5,24,.000,.089,.308,.369,.000,.099,.214,.271,0,99.3,89.8,-4
Patrick Bailey,53,1787,3.0,13,10,8,2,1,1,0,0,2,15.4,3,23.1,7,33,.200,.261,.385,.431,.300,.378,.323,.370,0,99.5,96.3,21
Jake Meyers,53,1817,2.9,14,11,9,2,1,0,0,1,2,14.3,3,21.4,9,27,.182,.206,.357,.376,.455,.434,.357,.359,1,99.2,81.9,14
Alex Bregman,53,2393,2.2,19,19,14,5,5,0,0,0,5,26.3,0,0.0,5,30,.263,.294,.263,.294,.263,.405,.232,.300,1,99.0,92.9,3
Jazz Chisholm Jr.,52,2495,2.1,15,13,5,1,1,0,0,0,8,53.3,2,13.3,12,32,.077,.058,.200,.184,.077,.065,.151,.139,0,99.2,91.3,40
Maikel Garcia,52,2360,2.2,10,9,3,2,2,0,0,0,6,60.0,1,10.0,5,18,.222,.135,.300,.222,.222,.143,.245,.178,0,98.9,94.1,15
CJ Abrams,52,2261,2.3,15,12,9,2,1,0,0,1,4,26.7,2,13.3,6,29,.167,.213,.267,.330,.417,.477,.287,.371,2,99.1,90.9,28
Nick Castellanos,52,2344,2.2,21,20,14,5,3,2,0,0,6,28.6,1,4.8,9,31,.250,.256,.286,.292,.350,.347,.278,.281,0,99.1,89.5,14
Lane Thomas,52,2080,2.5,13,10,6,1,0,1,0,0,4,30.8,3,23.1,6,27,.100,.137,.308,.336,.200,.192,.256,.266,0,99.3,89.7,45
Corey Seager,50,1872,2.7,14,13,8,3,3,0,0,0,5,35.7,1,7.1,9,31,.231,.260,.286,.313,.231,.371,.238,.302,1,99.5,101.8,10
Francisco Alvarez,50,1331,3.8,11,10,7,1,0,0,0,1,3,27.3,0,0.0,9,23,.100,.197,.182,.270,.400,.377,.252,.282,2,99.1,88.5,6
Enrique Hernández,50,1518,3.3,16,16,9,1,1,0,0,0,7,43.8,0,0.0,13,29,.063,.157,.063,.157,.063,.187,.055,.150,0,99.1,89.0,8
Mark Canha,50,1946,2.6,8,7,5,1,1,0,0,0,2,25.0,1,12.5,7,26,.143,.192,.250,.293,.143,.415,.196,.308,1,99.1,81.5,-14
Michael Conforto,50,1965,2.5,12,10,7,1,1,0,0,0,3,25.0,2,16.7,8,21,.100,.154,.250,.295,.100,.221,.188,.246,1,99.3,87.3,9
Luis García Jr.,50,1883,2.7,16,14,12,5,4,0,0,1,2,12.5,2,12.5,5,28,.357,.413,.438,.487,.571,.700,.435,.502,2,99.3,92.6,18
Jeremy Peña,50,2272,2.2,17,16,14,4,3,1,0,0,2,11.8,1,5.9,3,25,.250,.294,.294,.335,.313,.352,.270,.306,0,98.8,87.5,4
Jackson Chourio,50,2103,2.4,16,14,9,1,0,0,1,0,5,31.3,2,12.5,10,25,.071,.131,.188,.239,.214,.215,.186,.216,0,99.0,89.2,2
Lawrence Butler,49,1815,2.7,15,13,6,1,0,0,0,1,7,46.7,2,13.3,10,23,.077,.097,.200,.217,.308,.211,.229,.204,1,99.0,95.9,3
Jo Adell,49,1840,2.7,17,16,7,3,3,0,0,0,9,52.9,1,5.9,10,32,.188,.164,.235,.213,.188,.210,.196,.193,1,98.7,86.6,14
Steven Kwan,49,2165,2.3,14,11,11,2,1,0,0,1,0,0.0,3,21.4,0,19,.182,.191,.357,.364,.455,.327,.357,.323,1,98.7,87.7,8
Jeff McNeil,49,1711,2.9,16,15,11,4,1,2,0,1,4,25.0,1,6.3,4,28,.267,.328,.313,.370,.600,.508,.383,.376,1,99.0,92.7,22
Michael Toglia,49,1920,2.6,17,16,9,2,1,1,0,0,7,41.2,1,5.9,8,25,.125,.178,.176,.226,.188,.357,.166,.252,1,99.0,82.3,-2
Jose Siri,49,1788,2.7,15,14,5,1,0,0,0,1,9,60.0,1,6.7,12,23,.071,.106,.133,.166,.286,.282,.183,.197,1,99.5,78.3,2
Jon Singleton,49,1626,3.0,11,11,9,3,3,0,0,0,2,18.2,0,0.0,4,27,.273,.293,.273,.293,.273,.348,.240,.278,0,99.4,93.2,6
Colt Keith,48,2022,2.4,9,7,7,4,3,1,0,0,0,0.0,2,22.2,2,26,.571,.491,.667,.604,.714,.579,.586,.515,0,99.6,87.2,-2
Ozzie Albies,48,1649,2.9,12,10,8,3,2,1,0,0,3,25.0,1,8.3,4,27,.300,.201,.333,.306,.400,.250,.309,.280,0,98.8,92.1,2
Lenyn Sosa,48,1377,3.5,9,9,7,2,1,0,0,1,2,22.2,0,0.0,6,29,.222,.336,.222,.336,.556,.509,.326,.358,1,100.0,83.9,23
Chris Taylor,48,1046,4.6,12,10,8,2,1,0,0,1,2,16.7,2,16.7,6,22,.200,.318,.333,.431,.500,.677,.359,.460,2,98.8,82.2,12
Lars Nootbaar,48,1659,2.9,12,9,7,2,2,0,0,0,2,16.7,3,25.0,3,20,.222,.175,.417,.381,.222,.214,.319,.301,0,99.0,88.7,-6
Andrew Vaughn,48,2337,2.1,14,14,9,4,4,0,0,0,5,35.7,0,0.0,6,30,.286,.246,.286,.246,.286,.401,.252,.275,1,99.0,92.1,3
Ryan Mountcastle,48,1901,2.5,14,13,9,1,1,0,0,0,5,35.7,0,0.0,9,32,.077,.108,.071,.100,.077,.119,.063,.093,0,98.8,90.6,13
Ryan Jeffers,48,1807,2.7,18,17,10,3,3,0,0,0,7,38.9,0,0.0,5,22,.176,.153,.222,.200,.176,.169,.187,.172,0,98.8,88.7,11
Salvador Perez,47,2301,2.0,11,11,10,4,3,1,0,0,1,9.1,0,0.0,11,30,.364,.282,.364,.282,.455,.561,.355,.355,1,99.1,98.0,13
Brendan Rodgers,47,2079,2.3,11,8,4,0,0,0,0,0,4,36.4,3,27.3,5,22,.000,.088,.273,.337,.000,.091,.188,.246,0,99.0,79.7,-11
Travis d'Arnaud,47,1353,3.5,15,11,10,2,2,0,0,0,3,20.0,2,13.3,4,29,.182,.140,.267,.305,.182,.172,.209,.282,1,99.2,91.2,22
Willson Contreras,47,1382,3.4,8,6,3,1,0,0,0,1,3,37.5,2,25.0,5,20,.167,.287,.375,.465,.667,.586,.428,.446,1,99.3,91.0,21
Mark Vientos,47,1756,2.7,10,10,8,3,2,0,0,1,2,20.0,0,0.0,7,25,.300,.209,.300,.209,.600,.398,.381,.256,1,99.1,90.6,-3
Giancarlo Stanton,47,1831,2.6,11,11,8,2,0,2,0,0,3,27.3,0,0.0,5,24,.182,.231,.182,.231,.364,.374,.228,.256,1,98.8,85.7,8
