player,pitches,total,pitches%,PA,AB,BIP,H,1B,2B,3B,HR,SO,K%,BB,BB%,Whiffs,Swings,BA,xBA,OBP,xOBP,SLG,xSLG,wOBA,xwOBA,Barrels,PV,EV,LA
Nick Allen,35,356,9.8,9,8,7,1,1,0,0,0,1,11.1,1,11.1,0,16,.125,.139,.222,.235,.125,.167,.175,.197,0,93.3,86.1,-6
Ryan Vilade,35,188,18.6,12,12,11,3,3,0,0,0,1,8.3,0,0.0,1,17,.250,.285,.250,.285,.250,.323,.220,.264,0,91.9,90.2,3
Avisaíl García,34,186,18.3,10,10,9,3,3,0,0,0,1,10.0,0,0.0,3,19,.300,.217,.300,.217,.300,.237,.265,.200,0,93.3,80.8,-15
Davis Wendzel,34,170,20.0,8,8,8,3,1,2,0,0,0,0.0,0,0.0,3,15,.375,.417,.375,.417,.625,.822,.424,.526,1,92.5,86.8,8
Tyler Locklear,34,196,17.3,4,3,3,1,1,0,0,0,0,0.0,1,25.0,2,12,.333,.338,.500,.503,.333,.418,.393,.417,0,94.0,99.0,-16
Brandon Crawford,33,321,10.3,6,4,4,0,0,0,0,0,0,0.0,2,33.3,4,14,.000,.086,.333,.390,.000,.199,.230,.309,0,93.8,94.2,22
Jon Berti,33,271,12.2,11,11,10,5,5,0,0,0,1,9.1,0,0.0,3,17,.455,.384,.455,.384,.455,.417,.401,.354,0,92.7,76.6,-7
Nacho Alvarez Jr.,33,119,27.7,6,6,6,2,2,0,0,0,0,0.0,0,0.0,3,16,.333,.269,.333,.269,.333,.306,.294,.252,0,93.1,83.9,4
Aaron Hicks,33,284,11.6,10,9,9,1,1,0,0,0,0,0.0,1,10.0,1,13,.111,.330,.200,.397,.111,.382,.157,.349,0,92.0,94.5,4
Jacob Hurtubise,33,281,11.7,8,8,4,3,3,0,0,0,4,50.0,0,0.0,3,17,.375,.374,.375,.374,.375,.435,.331,.356,0,91.9,89.7,9
Zach DeLoach,33,298,11.1,10,9,7,1,1,0,0,0,2,20.0,1,10.0,3,15,.111,.260,.200,.334,.111,.291,.157,.284,0,93.0,86.5,-4
Graham Pauley,32,140,22.9,3,3,1,0,0,0,0,0,2,66.7,0,0.0,5,12,.000,.225,.000,.225,.000,.258,.000,.213,0,93.1,100.8,9
Brooks Baldwin,32,426,7.5,7,7,4,2,2,0,0,0,3,42.9,0,0.0,6,16,.286,.341,.286,.341,.286,.392,.252,.319,0,92.5,77.0,10
Chadwick Tromp,32,182,17.6,11,11,9,5,2,3,0,0,2,18.2,0,0.0,1,15,.455,.441,.455,.441,.727,.590,.502,.446,1,92.2,100.4,5
Jonathan Ornelas,32,163,19.6,6,5,4,3,3,0,0,0,1,16.7,1,16.7,5,14,.600,.373,.667,.478,.600,.433,.556,.410,0,93.4,97.9,-1
David Dahl,32,266,12.0,9,9,8,3,2,1,0,0,1,11.1,0,0.0,3,20,.333,.415,.333,.415,.444,.827,.335,.517,1,95.0,92.2,11
Ben Gamel,31,381,8.1,13,12,11,3,2,1,0,0,1,7.7,1,7.7,0,15,.250,.391,.308,.438,.333,.504,.285,.408,1,93.3,98.4,9
Bligh Madris,31,275,11.3,8,7,5,1,1,0,0,0,2,25.0,1,12.5,3,12,.143,.186,.250,.288,.143,.210,.196,.236,0,93.1,82.9,8
Justin Foscue,31,187,16.6,6,6,4,1,1,0,0,0,2,33.3,0,0.0,6,18,.167,.158,.167,.158,.167,.179,.147,.146,0,93.8,91.9,-11
Niko Kavadas,31,465,6.7,6,6,3,1,1,0,0,0,3,50.0,0,0.0,3,10,.167,.164,.167,.164,.167,.190,.147,.155,0,93.0,88.8,32
David Bote,31,162,19.1,7,6,6,3,2,1,0,0,0,0.0,1,14.3,1,14,.500,.470,.571,.546,.667,.714,.530,.534,1,92.4,94.5,12
Jonatan Clase,31,267,11.6,5,5,4,0,0,0,0,0,1,20.0,0,0.0,1,13,.000,.116,.000,.116,.000,.178,.000,.127,0,92.6,83.8,15
Armando Alvarez,30,139,21.6,6,4,3,1,1,0,0,0,1,16.7,2,33.3,1,8,.250,.225,.500,.483,.250,.302,.377,.381,0,94.4,78.2,-15
Travis Blankenhorn,30,122,24.6,11,10,9,2,2,0,0,0,1,9.1,1,9.1,1,16,.200,.298,.273,.362,.200,.346,.223,.318,0,92.4,84.3,4
Billy Cook,30,184,16.3,8,8,5,4,3,0,0,1,3,37.5,0,0.0,5,15,.500,.345,.500,.345,.875,.547,.587,.381,1,92.7,93.2,2
José Azocar,30,291,10.3,9,8,7,2,2,0,0,0,1,11.1,1,11.1,2,18,.250,.183,.333,.274,.250,.247,.273,.240,0,92.0,94.2,-8
Shay Whitcomb,30,181,16.6,9,9,8,1,1,0,0,0,1,11.1,0,0.0,3,15,.111,.308,.111,.308,.111,.344,.098,.285,0,93.7,95.0,-4
Estevan Florial,29,450,6.4,5,3,2,0,0,0,0,0,1,20.0,2,40.0,0,5,.000,.017,.400,.410,.000,.024,.276,.284,0,93.9,84.2,48
Coby Mayo,29,188,15.4,7,7,6,0,0,0,0,0,1,14.3,0,0.0,3,16,.000,.214,.000,.214,.000,.254,.000,.205,0,94.8,83.3,-2
Seby Zavala,28,171,16.4,8,8,5,2,1,1,0,0,3,37.5,0,0.0,6,14,.250,.249,.250,.249,.375,.365,.267,.267,0,93.2,89.0,4
Jared Walsh,28,262,10.7,9,9,7,3,1,2,0,0,2,22.2,0,0.0,3,12,.333,.372,.333,.372,.556,.701,.377,.455,1,92.1,75.5,0
Johnathan Rodriguez,28,175,16.0,5,3,2,0,0,0,0,0,1,20.0,2,40.0,5,12,.000,.072,.400,.443,.000,.073,.276,.315,0,92.8,66.4,-56
Thomas Saggese,27,189,14.3,8,7,7,2,2,0,0,0,0,0.0,1,12.5,1,14,.286,.283,.375,.373,.286,.373,.307,.337,0,92.9,87.3,14
Eric Haase,27,270,10.0,8,7,5,2,1,0,0,1,2,25.0,1,12.5,4,14,.286,.304,.375,.391,.714,.768,.453,.473,1,93.5,95.5,0
Tyler Black,25,239,10.5,7,5,3,2,2,0,0,0,2,28.6,2,28.6,3,10,.400,.301,.571,.500,.400,.324,.449,.392,0,93.3,81.8,22
Tom Murphy,25,152,16.4,5,4,3,1,1,0,0,0,1,20.0,1,20.0,0,10,.250,.212,.400,.370,.250,.228,.314,.292,0,91.6,95.1,-8
Luken Baker,25,201,12.4,10,9,8,0,0,0,0,0,1,10.0,1,10.0,3,13,.000,.153,.100,.238,.000,.175,.069,.198,0,93.3,93.7,11
Niko Goodrum,25,140,17.9,8,7,5,0,0,0,0,0,2,25.0,1,12.5,2,11,.000,.151,.125,.257,.000,.162,.086,.207,0,93.8,85.0,-27
Mike Ford,25,229,10.9,9,8,8,3,2,0,0,1,0,0.0,1,11.1,1,16,.375,.276,.444,.357,.750,.635,.500,.414,1,91.4,86.5,-1
Aledmys Díaz,25,116,21.6,8,8,6,1,1,0,0,0,2,25.0,0,0.0,4,14,.125,.210,.125,.210,.125,.259,.110,.204,0,94.6,96.7,9
Pedro León,24,90,26.7,4,4,3,1,1,0,0,0,1,25.0,0,0.0,2,8,.250,.120,.250,.120,.250,.130,.220,.108,0,92.0,89.6,-12
Zach Remillard,23,151,15.2,10,7,7,3,2,1,0,0,0,0.0,3,30.0,0,10,.429,.297,.600,.508,.571,.320,.509,.395,0,92.8,81.2,5
Eric Wagaman,23,269,8.6,6,6,5,2,2,0,0,0,1,16.7,0,0.0,3,11,.333,.283,.333,.283,.333,.341,.294,.270,0,93.2,89.0,8
Jack López,23,274,8.4,7,7,7,0,0,0,0,0,0,0.0,0,0.0,0,12,.000,.121,.000,.121,.000,.129,.000,.111,0,93.4,87.8,-20
Buddy Kennedy,22,132,16.7,7,7,6,1,1,0,0,0,1,14.3,0,0.0,0,10,.143,.318,.143,.318,.143,.379,.126,.301,0,92.6,80.0,6
Tristan Gray,22,123,17.9,6,5,3,2,1,1,0,0,2,33.3,1,16.7,3,7,.400,.283,.500,.402,.600,.316,.471,.335,0,94.5,87.1,9
David Villar,22,136,16.2,7,5,5,2,2,0,0,0,1,14.3,1,14.3,1,9,.400,.340,.429,.508,.400,.486,.350,.560,1,92.6,89.2,3
Oscar Colás,22,144,15.3,5,5,2,2,2,0,0,0,3,60.0,0,0.0,2,13,.400,.234,.400,.234,.400,.259,.353,.216,0,93.9,105.4,3
Bryce Johnson,22,263,8.4,6,5,4,1,1,0,0,0,1,16.7,1,16.7,0,8,.200,.252,.333,.377,.200,.283,.262,.310,0,92.4,99.5,-8
Jason Vosler,21,120,17.5,7,5,4,1,0,1,0,0,1,14.3,2,28.6,1,8,.200,.280,.429,.486,.400,.459,.376,.421,1,95.9,87.0,5
Luis De Los Santos,21,121,17.4,4,3,2,1,0,1,0,0,1,25.0,1,25.0,2,9,.333,.236,.500,.427,.667,.317,.486,.348,0,93.5,101.4,1
Drew Romo,20,189,10.6,9,9,8,0,0,0,0,0,1,11.1,0,0.0,0,11,.000,.081,.000,.081,.000,.103,.000,.079,0,92.8,84.5,10
Joey Wiemer,20,109,18.3,8,7,3,0,0,0,0,0,4,50.0,1,12.5,2,6,.000,.129,.125,.238,.000,.494,.086,.308,1,95.2,87.2,50
Jace Peterson,20,102,19.6,5,5,5,0,0,0,0,0,0,0.0,0,0.0,0,8,.000,.333,.000,.333,.000,.399,.000,.318,0,92.1,87.6,-13
Billy McKinney,20,114,17.5,6,5,4,2,2,0,0,0,1,16.7,1,16.7,2,10,.400,.272,.500,.393,.400,.333,.409,.333,0,91.9,91.9,12
Charles Leblanc,20,118,16.9,5,4,3,2,2,0,0,0,1,20.0,1,20.0,3,9,.500,.366,.600,.493,.500,.461,.491,.431,0,93.5,82.8,19
Yoán Moncada,18,192,9.4,2,2,1,0,0,0,0,0,1,50.0,0,0.0,0,6,.000,.053,.000,.053,.000,.059,.000,.051,0,95.0,99.4,-36
Jhonny Pereda,17,158,10.8,3,3,3,0,0,0,0,0,0,0.0,0,0.0,2,7,.000,.133,.000,.133,.000,.140,.000,.119,0,93.9,73.8,22
Rafael Marchán,17,195,8.7,11,11,11,4,2,0,0,2,0,0.0,0,0.0,0,12,.364,.416,.364,.416,.909,.818,.533,.521,2,92.6,90.4,8
Rece Hinds,17,183,9.3,4,3,2,0,0,0,0,0,1,25.0,1,25.0,3,9,.000,.080,.250,.310,.000,.104,.172,.232,0,93.9,84.8,15
Forrest Wall,17,129,13.2,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,5,.000,0,.000,0,.000,0,.000,.000,0,92.9,0,0
Ehire Adrianza,17,118,14.4,5,5,3,1,1,0,0,0,2,40.0,0,0.0,2,8,.200,.254,.200,.254,.200,.363,.176,.264,0,94.1,95.3,9
Logan Driscoll,17,130,13.1,6,6,4,2,2,0,0,0,2,33.3,0,0.0,1,11,.333,.264,.333,.264,.333,.310,.294,.254,0,91.3,85.6,14
Luisangel Acuña,16,136,11.8,10,10,10,5,2,1,1,1,0,0.0,0,0.0,0,11,.500,.274,.500,.274,1.100,.537,.666,.339,1,94.1,90.7,0
Jahmai Jones,16,152,10.5,6,5,4,1,1,0,0,0,1,16.7,0,0.0,1,9,.200,.112,.333,.260,.200,.124,.267,.206,0,92.8,80.0,1
Drew Waters,16,94,17.0,1,1,1,1,1,0,0,0,0,0.0,0,0.0,2,8,1.000,.187,1.000,.187,1.000,.190,.882,.171,0,93.4,59.9,-41
Cal Stevenson,16,102,15.7,4,4,2,1,1,0,0,0,2,50.0,0,0.0,2,4,.250,.242,.250,.242,.250,.282,.220,.230,0,93.5,91.1,32
Livan Soto,16,66,24.2,3,2,2,0,0,0,0,0,0,0.0,1,33.3,0,7,.000,.034,.333,.356,.000,.048,.230,.253,0,87.0,75.7,15
Jamie Westbrook,16,200,8.0,5,3,5,0,0,0,0,0,0,0.0,0,0.0,1,10,.000,.403,.000,.302,.000,.449,.000,.302,0,92.8,95.0,14
Jorge Barrosa,15,62,24.2,6,6,5,1,0,1,0,0,1,16.7,0,0.0,2,9,.167,.329,.167,.329,.333,.492,.209,.354,1,94.5,91.6,0
Jasson Domínguez,15,278,5.4,4,4,3,0,0,0,0,0,1,25.0,0,0.0,2,11,.000,.135,.000,.135,.000,.225,.000,.152,0,93.4,103.2,2
Blake Sabol,15,124,12.1,6,5,5,4,4,0,0,0,0,0.0,1,16.7,1,7,.800,.458,.833,.548,.800,.520,.703,.466,0,92.7,98.8,2
Blake Dunn,14,120,11.7,4,4,2,1,0,0,0,1,2,50.0,0,0.0,1,7,.250,.276,.250,.276,1.000,1.061,.512,.545,1,95.3,99.9,30
Donovan Walton,14,96,14.6,4,4,3,1,1,0,0,0,1,25.0,0,0.0,1,7,.250,.271,.250,.271,.250,.314,.220,.251,0,93.3,82.6,12
Grae Kessinger,14,115,12.2,5,4,1,0,0,0,0,0,3,60.0,0,0.0,2,4,.000,.011,.200,.209,.000,.013,.144,.152,0,91.9,75.0,-22
Matt Mervis,14,98,14.3,4,3,2,0,0,0,0,0,1,25.0,1,25.0,2,6,.000,.020,.250,.265,.000,.023,.172,.187,0,93.5,72.5,17
Brandon Lockridge,14,46,30.4,3,3,1,0,0,0,0,0,2,66.7,0,0.0,1,4,.000,.062,.000,.062,.000,.063,.000,.056,0,93.6,101.8,-15
Joey Wendle,14,134,10.4,3,3,3,1,1,0,0,0,0,0.0,0,0.0,0,5,.333,.097,.333,.097,.333,.105,.294,.092,0,91.7,78.0,-6
Alexander Canario,13,101,12.9,4,4,2,1,1,0,0,0,2,50.0,0,0.0,5,7,.250,.087,.250,.087,.250,.093,.220,.080,0,94.0,86.8,-27
Carlos Narvaez,13,68,19.1,2,1,1,1,1,0,0,0,0,0.0,1,50.0,1,8,1.000,.500,1.000,.750,1.000,.521,.785,.570,0,92.2,106.2,0
Isaac Collins,13,87,14.9,5,5,3,2,2,0,0,0,2,40.0,0,0.0,0,5,.400,.261,.400,.261,.400,.311,.353,.248,0,90.6,91.2,6
Mickey Gasper,13,92,14.1,4,3,2,0,0,0,0,0,1,25.0,1,25.0,0,3,.000,.107,.250,.331,.000,.138,.172,.251,0,93.8,74.1,-10
Trenton Brooks,12,110,10.9,4,3,3,1,1,0,0,0,0,0.0,1,25.0,0,4,.333,.307,.500,.480,.333,.424,.393,.408,0,90.1,91.0,21
Bubba Thompson,12,77,15.6,2,2,2,1,1,0,0,0,0,0.0,0,0.0,1,5,.500,.564,.500,.564,.500,.604,.441,.514,0,93.7,81.2,1
Javier Sanoja,11,118,9.3,2,2,2,1,1,0,0,0,0,0.0,0,0.0,0,2,.500,.373,.500,.373,.500,.425,.441,.349,0,94.2,92.6,1
César Salazar,11,111,9.9,6,4,3,1,0,1,0,0,1,16.7,1,16.7,0,6,.250,.119,.500,.413,.500,.132,.444,.308,0,91.3,83.9,19
Hunter Feduccia,11,57,19.3,4,4,4,1,1,0,0,0,0,0.0,0,0.0,0,9,.250,.190,.250,.190,.250,.225,.220,.182,0,91.9,81.1,-1
Owen Miller,11,103,10.7,5,5,3,1,1,0,0,0,2,40.0,0,0.0,1,5,.200,.169,.200,.169,.200,.223,.176,.171,0,92.7,93.1,10
Jakson Reetz,10,49,20.4,2,2,2,1,0,0,0,1,0,0.0,0,0.0,2,6,.500,.561,.500,.561,2.000,1.909,1.025,1.006,1,94.3,101.4,8
Tyler Heineman,10,61,16.4,2,1,1,0,0,0,0,0,0,0.0,0,0.0,1,5,.000,.051,.500,.525,.000,.081,.360,.388,0,93.4,77.5,40
Keston Hiura,10,93,10.8,3,3,2,2,2,0,0,0,1,33.3,0,0.0,1,5,.667,.556,.667,.556,.667,.621,.588,.512,0,91.0,73.4,22
Kevin Alcántara,10,26,38.5,3,3,3,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.239,.000,.239,.000,.319,.000,.238,0,92.0,99.5,4
Ryan McKenna,10,52,19.2,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,6,.000,0,.000,0,.000,0,.000,.000,0,92.2,0,0
Sam Haggerty,9,59,15.3,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,3,.000,.135,.000,.135,.000,.144,.000,.122,0,91.9,109.9,-25
DaShawn Keirsey Jr.,9,50,18.0,2,2,2,0,0,0,0,0,0,0.0,0,0.0,2,4,.000,.176,.000,.176,.000,.205,.000,.163,0,95.5,79.1,-11
Jason Delay,8,50,16.0,2,2,2,0,0,0,0,0,0,0.0,0,0.0,2,4,.000,.052,.000,.052,.000,.065,.000,.051,0,92.7,86.2,33
Diego A. Castillo,8,36,22.2,3,3,3,2,1,1,0,0,0,0.0,0,0.0,0,4,.667,.615,.667,.615,1.000,.670,.712,.567,0,93.6,85.0,7
Austin Wynns,8,75,10.7,2,1,1,1,0,1,0,0,0,0.0,0,0.0,1,6,1.000,.500,1.000,.750,2.000,.583,.987,.601,0,93.5,85.6,10
Cade Marlowe,7,34,20.6,2,1,1,1,1,0,0,0,0,0.0,1,50.0,2,4,1.000,.960,1.000,.980,1.000,1.007,.785,.777,0,97.3,71.7,22
Eddy Alvarez,7,54,13.0,1,0,0,0,0,0,0,0,0,0.0,1,100.0,0,1,0,0,1.000,1.000,0,0,.689,.689,0,89.5,0,0
Tyler Gentry,7,20,35.0,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,3,.000,.204,.000,.204,.000,.241,.000,.197,0,94.7,96.0,28
Grant Koch,7,49,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,92.4,0,0
David Fletcher,7,27,25.9,4,3,4,2,2,0,0,0,0,0.0,0,0.0,0,5,.667,.096,.500,.229,.667,.102,.441,.211,0,93.6,74.9,5
Levi Jordan,7,40,17.5,3,3,3,1,0,1,0,0,0,0.0,0,0.0,2,5,.333,.169,.333,.169,.667,.316,.418,.203,0,93.3,92.6,-5
Aramis Garcia,7,36,19.4,2,2,2,0,0,0,0,0,0,0.0,0,0.0,1,4,.000,.115,.000,.115,.000,.123,.000,.108,0,94.8,92.8,-18
Gustavo Campero,6,177,3.4,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,4,.000,.125,.000,.125,.000,.157,.000,.116,0,94.5,57.1,7
Brett Sullivan,6,49,12.2,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.006,.000,.006,.000,.006,.000,.005,0,94.6,78.1,69
José Devers,6,18,33.3,3,3,2,0,0,0,0,0,1,33.3,0,0.0,0,4,.000,.185,.000,.185,.000,.200,.000,.170,0,93.3,98.7,-10
Brewer Hicklen,6,29,20.7,1,1,0,0,0,0,0,0,1,100.0,0,0.0,3,5,.000,0,.000,0,.000,0,.000,.000,0,94.2,0,0
Stone Garrett,6,31,19.4,1,1,1,1,0,1,0,0,0,0.0,0,0.0,1,3,1.000,.663,1.000,.663,2.000,1.297,1.254,.817,1,91.2,107.8,17
Sam Huff,5,21,23.8,2,1,1,0,0,0,0,0,0,0.0,1,50.0,0,1,.000,.891,.500,.946,.000,.939,.345,.746,0,91.4,72.2,27
Edwin Ríos,5,40,12.5,1,0,0,0,0,0,0,0,0,0.0,1,100.0,1,2,0,0,1.000,1.000,0,0,.689,.689,0,93.6,0,0
Dustin Harris,5,23,21.7,2,2,2,1,0,1,0,0,0,0.0,0,0.0,0,3,.500,.606,.500,.606,1.000,.844,.627,.621,0,96.4,101.9,13
Jordyn Adams,5,158,3.2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,93.1,0,0
Matt Duffy,5,31,16.1,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,3,.000,.325,.000,.325,.000,.369,.000,.307,0,95.4,100.9,-8
Jair Camargo,5,28,17.9,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,0,.000,0,.000,0,.000,0,.000,.000,0,93.4,0,0
Oswald Peraza,5,40,12.5,1,1,0,0,0,0,0,0,1,100.0,0,0.0,0,3,.000,0,.000,0,.000,0,.000,.000,0,93.7,0,0
J.P. Martínez,4,42,9.5,2,2,1,1,1,0,0,0,1,50.0,0,0.0,1,3,.500,.069,.500,.069,.500,.079,.441,.063,0,91.1,96.5,-20
Vinny Capra,4,32,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.4,0,0
Luis Vazquez,4,51,7.8,2,2,2,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.133,.000,.133,.000,.150,.000,.130,0,92.6,77.6,-34
Rafael Ortega,4,68,5.9,2,1,2,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.569,.000,.433,.000,.639,.000,.547,0,91.8,99.5,17
Duke Ellis,4,23,17.4,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.146,.000,.146,.000,.172,.000,.144,0,92.3,104.9,-26
Myles Straw,4,14,28.6,1,1,1,1,1,0,0,0,0,0.0,0,0.0,0,1,1.000,.489,1.000,.489,1.000,.576,.882,.440,0,93.4,90.5,19
Matthew Batten,4,11,36.4,1,1,1,1,0,0,1,0,0,0.0,0,0.0,0,1,1.000,.471,1.000,.471,3.000,.800,1.590,.541,0,96.0,98.8,17
Liover Peguero,4,46,8.7,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.897,.000,.897,.000,.971,.000,.823,0,94.0,76.3,23
Adael Amador,3,119,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3,0,0
Kameron Misner,3,65,4.6,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,2,.000,.006,.000,.006,.000,.011,.000,.006,0,96.6,92.4,51
Samad Taylor,3,14,21.4,1,1,1,0,0,0,0,0,0,0.0,0,0.0,1,2,.000,.023,.000,.023,.000,.023,.000,.021,0,98.3,82.7,57
Tony Kemp,3,37,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95.4,0,0
Conner Capel,2,25,8.0,1,1,0,0,0,0,0,0,1,100.0,0,0.0,1,1,.000,0,.000,0,.000,0,.000,.000,0,81.5,0,0
Orelvis Martinez,2,11,18.2,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.074,.000,.074,.000,.081,.000,.068,0,92.9,64.2,-11
Sandro Fabian,2,21,9.5,1,1,1,0,0,0,0,0,0,0.0,0,0.0,0,1,.000,.206,.000,.206,.000,.227,.000,.193,0,93.2,99.4,-13
CJ Alexander,2,28,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,93.0,0,0
Darren Baker,1,39,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.4,0,0
Greg Jones,1,29,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,92.9,0,0
Bryce Teodosio,1,43,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,94.7,0,0
